Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Agilent Technologies","A","38046.41","136.1","2082667","4.37","8.35","11.82","52.11","-10.5","6.73","22.83","157.2","110.24","174","Medical","Medical - Products","19.55","3"
"Alcoa","AA","12819.77","46.85","6071893",".14","-21.3","-29.11","36.43","-17.36","7.87","6.36","83.79","28.4","238","Industrial Products","Metal Products - Distribution","8.27","5"
"American Airlines","AAL","10337.45","15.6","137800672","-5.39","1.36","35.91","68.38","-7.83",".78",".64","18.15","10.18","93","Transportation","Transportation - Airline",".36","2"
"Acadian Asset Management Inc.","AAMI","2959.7","83.27","608070","7.34",".42","22.76","100","59.78","11.49","22.65","83.07","38.75","167","Finance","Financial - Miscellaneous Services","13.78","1"
"Applied Optoelectronics","AAOI","8753.68","100.24","9791006","-4.67","-34.81","-26.99","44.01","182.9","82.75","-3.91","223.1","19.49","41","Computer and Technology","Electronics - Semiconductors","-8.55","3"
"AAON","AAON","9265.03","113.2","851909","4.75","-15.18","16.78","53.87","34.1","20.11","7.45","148.25","72.07","46","Construction","Building Products - Air Conditioner and Heating","7.3","3"
"Advance Auto Parts","AAP","3145.44","53.13","1698185","-5.45","-10.34","-12.62","48.07","19.82","-5.42","2.28","66.5","38.75","71","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".51","3"
"Apple","AAPL","4810109","333.26","61113428","4.5","10.66","19.89","100","8.9","6.43","27.15","327.5","202.38","18","Computer and Technology","Computer - Micro Computers","27.15","3"
"American Assets Trust","AAT","1563.01","25.85","400041","1.8","6.75","23.35","99.36","21.58","-4.73","4.16","25.51","17.76","78","Finance","REIT and Equity Trust - Retail","4.16","2"
"Allied Gold Corporation","AAUC","2768.87","20.96","452199","-3.44","-14.46","-31.3","50.42","-13.55","82.35","12.12","32.01","11.58","227","Basic Materials","Mining - Gold","-9.08","4"
"ABB","ABBNY","188641.8","96.61","509852",".16","-2.05","5.74","87.54","26.45","1.13","13.87","109.73","59.5","162","Industrial Products","Manufacturing - Electronics","13.86","3"
"AbbVie","ABBV","431291.81","254.39","8975612","-3.41","10.34","21.75","77.75","-3.42","8.57","28.85","261.07","184.85","229","Medical","Large Cap Pharmaceuticals","5.79","4"
"Ameris Bancorp","ABCB","6100.06","93.17","537186","2.91","5.39","8.11","96.15","10.34","-.36","35","91.65","65.68","74","Finance","Banks - Southeast","25.73","4"
"ABCELLERA BIOLG","ABCL","2058.23","6.16","7417328","-5.07","23.9","65.2","74.16","78.16","160.56","-181.75","8.12","2.78","93","Medical","Medical - Biomedical and Genetics","-181.75","3"
"ABM Industries","ABM","2722.26","48.17","542652","4.61","6.88","15.31","74","-.69","4.62","2.32","49.66","37.39","213","Business Services","Business - Services","1.75","3"
"Airbnb","ABNB","89429.35","147.8","3425726","3.8","5.58","2.91","98.53","-1.17","10.26","19.9","148.93","111.54","102","Consumer Discretionary","Leisure and Recreation Services","19.9","4"
