Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","5968.21","47.86","2932762","2.37","17.52","129.32","93.65","159.6","5.25","-3.55","49.43","11.34","72","Medical","Medical Info Systems","-3.55","2"
"3M","MMM","91401.48","181.45","3840971","-.56","11.36","23.64","87.28","-.3","1.52","18.35","182.48","141.2","167","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","527.47","10.26","657749","-2.79","-20.68","-6.49","63.52","21.17","230194.59","-182.34","13.3","4.5","151","Medical","Medical - Drugs","-182.34","3"
"A. O. Smith","AOS","8370.33","63.37","1882826","-2.74","-2.75","3.78","20.05","-18.22",".32","13.6","80.47","55.78","67","Industrial Products","Manufacturing - Electronics","13.15","4"
"A10 Networks","ATEN","2156.34","30.7","1282092","-10.52","-17.81","6.89","62.15","52.49","11.03","23.04","38.11","16.55","108","Computer and Technology","Internet - Software","14.9","3"
"AAON","AAON","7581.75","95.55","1095726","-8.37","-15.35","-34.68","26.89","9.33","20.11","7.45","148.25","72.07","32","Construction","Building Products - Air Conditioner and Heating","7.3","3"
"AAR","AIR","5707.02","149.43","473954","4.48","-.38","21.68","99.24","55.63","18.97","5.89","143.61","71.73","75","Aerospace","Aerospace - Defense Equipment","5.67","1"
"ABB","ABBNY","180711.08","101.57","483608","2.22","-7.92","-8.01","76.52","20.69","1.13","13.74","109.73","64.55","67","Industrial Products","Manufacturing - Electronics","13.86","2"
"ABCELLERA BIOLG","ABCL","1780.34","6.09","5342817","11.05","-25.92","11.05","57.12","53.53","160.56","-181.75","8.12","2.78","107","Medical","Medical - Biomedical and Genetics","-181.75","3"
"ABM Industries","ABM","2855.23","49.18","423478",".58","9.77","23.74","92.5","3.78","4.62","2.32","49.66","37.39","199","Business Services","Business - Services","1.75","3"
"ACADIA Pharmaceuticals","ACAD","4385.35","27.15","1425453",".87","-.62","17.48","69.38","-13.64","11.87","9.24","28.06","20.06","107","Medical","Medical - Biomedical and Genetics","34.3","2"
"ACI Worldwide","ACIW","5832.32","57.2","987480","-.88","2.57","35.43","87.06","8.08","10.38","17.1","60.18","38.47","92","Computer and Technology","Computer - Software","11.51","2"
"ACM Research","ACMR","4815.37","82.51","1089983","-1.66","-20.18","21.6","53.14","79.54","15.24","10.75","126.89","23.92","110","Computer and Technology","Semiconductor Equipment - Material Services","9.48","3"
"ACV Auctions","ACVA","1360.02","8","3049365","-3.11","4.85","27.92","35.76","-12.52","19.22","3.8","14.33","4.15","205","Business Services","Auction and Valuation Services","-7.97","3"
"ADEIA INC","ADEA","3065.06","31.21","1270632","6.6","-5.25","-12.72","73.32","45.1","17.91","44.9","33.63","11.74","152","Business Services","Technology Services","26.05","3"
"ADT","ADT","5777.99","7.84","7787624","10.21","16.74","16.05","61.96","-12.05","4.72","14.42","8.85","6.3","110","Industrial Products","Security and Safety Services","11.85","3"
"AECOM","ACM","9613.51","75.75","1517615","5.41","7.46","-5.91","11.77","-29.33",".21","9.55","134.35","66.86","94","Construction","Engineering - R and D Services","3.16","4"
"AES","AES","10490.55","14.68","7919448","-.81",".96","2.51","46.12","-7.61","-.37","15.68","17.28","12.51","176","Utilities","Utility - Electric Power","10.78","3"
"AGCO","AGCO","7277.7","107.2","863423","-13.57","-12.17","-12.55","9.37","-10.28","-13.55","4.18","140.49","100.14","34","Industrial Products","Manufacturing - Farm Equipment","5.15","3"
"AGNC Investment","AGNC","12613.52","10.64","19795104","0","-4.74","-1.48","46.13","-10.61","19.46","186.81","12.17","9.33","185","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","698.95","7.1","647356","-1.7","-1.42","7.1","74.27","-5.58","-59.74","-1.97","7.56","5.15","68","Finance","REIT and Equity Trust - Other","-18.23","3"
