Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"Agilent Technologies","A","41924.2","155.41","1661341","-.7","11.73","28.99","81.35","-2.91","6.73","22.83","157.2","110.24","101","Medical","Medical - Products","19.55","2"
"American Airlines","AAL","9300.68","13.86","61299284","-8.11","-8.05","-5.36","48.56","-18.43",".78","-.3","18.15","10.18","163","Transportation","Transportation - Airline","-.56","3"
"Acadian Asset Management Inc.","AAMI","3259.06","91.04","402648",".31","9.39","21.66","97.4","73.89","11.49","24.38","93.16","41.93","99","Finance","Financial - Miscellaneous Services","15.17","1"
"Applied Optoelectronics","AAOI","11113.24","122.19","12741530","-2.17","10.19","-26.02","54.97","235.49","82.75","-.92","223.1","19.49","32","Computer and Technology","Electronics - Semiconductors","-9.57","3"
"AAON","AAON","6766.15","80.99","1268693","-4.34","-22.3","-41.85","11.46","-4.22","20.11","8.29","148.25","73.49","44","Construction","Building Products - Air Conditioner and Heating","8.24","3"
"Advance Auto Parts","AAP","3439.51","56.18","1333641","7.57","2.37","3.32","71.64","28.99","-5.42","2.28","64.17","38.75","78","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".51","3"
"Apple","AAPL","4524633.5","316.83","52456772","1.68","-5.4",".55","73.91","1.49","6.43","27.27","340.08","224.9","29","Computer and Technology","Computer - Micro Computers","27.62","3"
"American Assets Trust","AAT","1387.73","22.8","418306","1.25","-10.64",".94","59.83","6.25","-4.73","4.09","25.85","17.76","103","Finance","REIT and Equity Trust - Retail","4.09","3"
"Allied Gold Corporation","AAUC","2924.91","23.24","1032505","-5.41","-.24","-24","44.31","-18.35","82.35","13.81","32.01","12.22","223","Basic Materials","Mining - Gold","-4.19","3"
"AbbVie","ABBV","457458.03","265.97","5316273","3.53","1.1","21.49","93.36",".85","8.57","30.03","263.3","197.38","172","Medical","Large Cap Pharmaceuticals","9.8","3"
"Ameris Bancorp","ABCB","5918.86","86.75","426873","-.03","-2.72","2.91","79.36","5.69","-.36","34.33","93.17","69.09","72","Finance","Banks - Southeast","21.98","3"
"ABCELLERA BIOLG","ABCL","3409.52","12.01","9625069","13.93","86.26","110.21","96.98","189.37","160.56","-248.83","11.38","2.78","146","Medical","Medical - Biomedical and Genetics","-248.83","3"
"ABM Industries","ABM","2759.16","47.22","385000","-2.44",".32","17.66","79.14","-.9","4.62","2.32","49.66","37.39","193","Business Services","Business - Services","1.75","3"
"Airbnb","ABNB","109727.47","186.39","5103004","-.94","27.17","38.11","97.44","20.17","10.26","20.45","185.13","111.54","201","Consumer Discretionary","Leisure and Recreation Services","20.45","3"
"Arbor Realty Trust","ABR","914.13","5.17","4059770","-8.41","-3.92","-9.76","1.43","-43.8","-19.51","20.51","12.46","4.79","226","Finance","REIT and Equity Trust","6.24","4"
"Abbott Laboratories","ABT","194979.59","114.43","8869370","2.7","13.05","30.01","55.72","-19.96","5.67","19.79","136.62","82.56","101","Medical","Medical - Products","11.65","3"
"Abacus Global Management, Inc.","ABX","864.26","9.15","589109","1.01","-13.2","-5.75","57.16","-6.21","110.18","33.55","12","5.02","99","Finance","Financial - Miscellaneous Services","10.55","3"
"Arcosa","ACA","7137.67","145.25","643672",".3",".48","15.73","99.91","21.67","12.2","7.82","145.4","89.15","155","Construction","Building Products - Miscellaneous","17.9","3"
"ACADIA Pharmaceuticals","ACAD","5200.18","30.21","1740384","2.62","18.68","41.96","100",".56","11.87","9.31","30.18","20.06","146","Medical","Medical - Biomedical and Genetics","33.42","3"
"Arch Capital Group","ACGL","33750.97","98.53","1781289",".66","-1.63","3.71","65.21","-8.23","14.27","21.65","106.48","84.72","66","Finance","Insurance - Property and Casualty","24.4","3"
"Acadia Healthcare","ACHC","2556.53","27.36","2549590","-11.7","-22.89","16.9","65.94","72.23","5.04","4.14","35.61","11.68","33","Medical","Medical - Hospital","-33.44","3"
"ACI Worldwide","ACIW","5266.83","51.97","1094331","-.13","-7.97","23.19","63.1","-2.89","10.38","17.86","60.18","38.47","69","Computer and Technology","Computer - Software","12.4","2"
"Axcelis Technologies","ACLS","4181.04","126.43","392231",".02","-5.46","-17.58","52.15","49.98","-17.57","16.12","191.6","74.12","25","Computer and Technology","Electronics - Manufacturing Machinery","10.71","3"
"ACM Research","ACMR","5455.14","77.59","1038401","5.57","-11.44","-2.42","58.26","90.34","15.24","10.69","126.89","25.02","1","Computer and Technology","Semiconductor Equipment - Material Services","14.48","1"
"Accenture","ACN","115484.52","183.17","6801401","-3.83","22.77","-2.3","29.55","-42.64","7.36","11.72","288.54","124.44","90","Computer and Technology","Computers - IT Services","10.66","3"
"Aclaris Therapeutics","ACRS","881.59","6.44","1886324","6.5","10.81","39.8","98.81","86.42","-58.19","-921.5","6.36","1.75","145","Medical","Medical - Drugs","-921.5","3"
"Enact Holdings","ACT","6985.62","49.71","360323","1.87","9.95","16.59","100","12.35","2.83","54.85","50.04","34.93","94","Finance","Insurance - Multi line","54.51","3"
"ACV Auctions","ACVA","1295.64","7.47","4884625","5.1","-3.78","27.81","43.5","-15.33","19.22","3.47","12.15","4.15","203","Business Services","Auction and Valuation Services","-7.88","4"
"Adamas Trust, Inc.","ADAM","905.99","10.18","913916","-1.47","13.9","10.4","95.89","22.89","50.01","73.83","10.23","6.58","226","Finance","REIT and Equity Trust","29.82","1"
"Adobe","ADBE","104598.16","272.47","5065654","-.22","15.84","9.42","40.06","-33.09","10.53","37.44","367.46","193.41","69","Computer and Technology","Computer - Software","28.69","3"
"Agree Realty","ADC","9230.19","74.39","1301512","1.12","-7.54","-1.72","34.1","-8.31","16.42","30.3","81.92","70.22","103","Finance","REIT and Equity Trust - Retail","28.84","3"
"ADEIA INC","ADEA","3090.05","27.49","1173608","1.08",".36","-.81","74.37","44.56","17.91","44.9","33.63","11.74","146","Business Services","Technology Services","26.05","3"
"Analog Devices","ADI","183451.59","373.26","3833708","-2.25","-1.61","-10.31","68.74","23.6","16.89","38.18","445.48","225.2","31","Computer and Technology","Semiconductor - Analog and Mixed","26.01","2"
