Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","6076.12","47.46","2943908","1.72","26.51","128.78","95.88","159.64","5.25","-3.55","49.43","11.34","68","Medical","Medical Info Systems","-3.55","2"
"3M","MMM","93577.83","182.08","3898012","-.56","14.84","26.7","97.5",".28","1.52","18.35","182.48","141.2","157","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","536.35","10.28","649117","4.16","-19.97","-.77","62.28","21.05","230194.59","-182.34","13.3","5.24","151","Medical","Medical - Drugs","-182.34","3"
"A. O. Smith","AOS","8734.2","63.18","1899178","-1","3.36","9.09","30.74","-16.16",".32","13.6","80.47","55.78","50","Industrial Products","Manufacturing - Electronics","13.15","4"
"A10 Networks","ATEN","2210.34","30.84","1313289","-1.98","-15.94","12.25","65.63","53.56","11.03","23.04","38.11","16.55","107","Computer and Technology","Internet - Software","14.9","3"
"AAON","AAON","7826.67","93.15","1076034","1.93","-13.09","-28.51","30.82","10.88","20.11","7.45","148.25","72.07","42","Construction","Building Products - Air Conditioner and Heating","7.3","3"
"AAR","AIR","5961.13","146.83","476222","6.13","9.37","34.01","100","59.71","18.97","5.89","149.43","71.73","87","Aerospace","Aerospace - Defense Equipment","5.67","1"
"ABB","ABBNY","185177.8","101.8","474545","7.25","-1.35","-2.69","81.94","21.5","1.13","13.74","109.73","64.55","50","Industrial Products","Manufacturing - Electronics","13.86","2"
"ABCELLERA BIOLG","ABCL","1859.74","5.92","5138240","15.12","-20.81","23.03","61.99","57.56","160.56","-181.75","8.12","2.78","106","Medical","Medical - Biomedical and Genetics","-181.75","3"
"ABM Industries","ABM","2881.01","48.93","422784","-.08","8.88","25.3","96.09","2.87","4.62","2.32","49.66","37.39","211","Business Services","Business - Services","1.75","3"
"ACADIA Pharmaceuticals","ACAD","4649.05","28.8","1463750","4.38","3.63","25","88.63","-10.06","11.87","9.31","28.06","20.06","106","Medical","Medical - Biomedical and Genetics","33.42","2"
"ACI Worldwide","ACIW","5815.04","57.79","1040190","-4.62","2.84","35.61","86.27","5.86","10.38","17.1","60.18","38.47","84","Computer and Technology","Computer - Software","11.51","2"
"ACM Research","ACMR","5052.34","79.9","1033889","14.56","-12.84","30.99","56.9","85.06","15.24","10.75","126.89","23.92","107","Computer and Technology","Semiconductor Equipment - Material Services","9.48","3"
"ACV Auctions","ACVA","1396.68","7.68","3042925","-2.32","9.74","36.99","37.82","-11.74","19.22","3.8","14.33","4.15","205","Business Services","Auction and Valuation Services","-7.97","3"
"ADEIA INC","ADEA","3442.27","29.91","1344218","24.09","9.93",".1","88.94","60.09","17.91","44.9","33.63","11.74","154","Business Services","Technology Services","26.05","3"
"ADT","ADT","5748.66","7.7","7923606","6.81","13.46","14.96","60.39","-14.04","4.72","14.42","8.85","6.3","107","Industrial Products","Security and Safety Services","11.85","3"
"AECOM","ACM","9735.61","74.9","1529310","1.76","11.99","8.29","13.17","-29.69",".21","9.55","134.35","66.86","77","Construction","Engineering - R and D Services","3.16","4"
"AES","AES","10469.16","14.7","7886534","-1.01",".41","1.8","45.49","-9.42","-.37","15.68","17.28","12.51","175","Utilities","Utility - Electric Power","10.78","3"
"AGCO","AGCO","7507.4","103.83","865667","-13.35","-5.76","-9.18","17.5","-9.07","-13.55","4.18","140.49","100.14","107","Industrial Products","Manufacturing - Farm Equipment","5.15","4"
"AGNC Investment","AGNC","12613.52","10.67","20384698","-3.88","-4.32","-.93","46.13","-12.18","19.46","186.81","12.17","9.33","177","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","715.06","6.94","692843","-.14","0","9.23","80.91","-5.1","-59.74","-1.97","7.56","5.15","73","Finance","REIT and Equity Trust - Other","-18.23","4"
"AIRO Group Holdings, Inc.","AIRO","235.53","7.61","373919","10.15","9.18","-4.34","8.22","-18.98","4.57","-19.98","25.79","5.85","91","Aerospace","Aerospace - Defense","-19.98","3"
"AMC Global Media Inc.","AMCX","500.78","12.03","760489","11.11","14.11","41.09","100","5.96","-4.52","1.69","11.4","5.63","183","Consumer Discretionary","Media Conglomerates","-.88","1"
"AMETEK","AME","58229.02","254.76","1136352","5.23","9.65","9.88","100","9.49","6.63","23.32","254.05","179.28","19","Computer and Technology","Electronics - Testing Equipment","20.04","2"
"AMN Healthcare Services","AMN","1289.64","32.8","758521","-4.15","0","12.83","87.81","86.68","-8.49","3.43","35.77","15.1","211","Business Services","Business - Services","-.95","3"
"APA","APA","12651.73","34.66","5341199","2.49","5.29","-3.48","67.38","29.5","-5.31","16.52","44.39","18.06","215","Oils-Energy","Oil and Gas - Exploration and Production - United States","17.38","4"
"APTIV PLC","APTV","10098.53","47.01","3118850","-19.66","-18.91","-13.16","0","-44.51","3.47","8.45","88.67","47.72","154","Business Services","Technology Services","1.17","4"
"APi Group","APG","17951.94","41.78","2880714","5.62",".58","-3.75","50.13","-3.93","12.72","15.24","49.4","33.64","211","Business Services","Business - Services","3.99","3"
"ARKO","ARKO","840.27","7.36","567086","-6.72","-4.59","10.47","76.14","45.98","-12.47",".38","8.64","3.82","202","Consumer Staples","Consumer Products - Staples",".38","3"
"ARM Holdings PLC Sponsored ADR","ARM","299660.16","274.58","6470589","14.64","-6.61","34.94","52.55","127.1","22.79","38.85","439.46","104.55","46","Computer and Technology","Electronics - Semiconductors","20.25","3"
"ARMOUR Residential REIT","ARR","2325.72","16.63","4152718",".12","-3.24","-6.44","46.94","-17.82","45.28","148.59","19.12","14.05","177","Finance","REIT and Equity Trust","44.9","3"
"ARS Pharmaceuticals, Inc.","SPRY","528.29","5.36","2381378","-6.17","-35.04","-38.36","1.48","-59.59","-5.46","-200","17.98","5.13","151","Medical","Medical - Drugs","-200","2"
"ASE Technology","ASX","86050.03","36.78","9619912","14.06","-2.4","12.89","81.91","112.69","11.82","8.52","45.12","9.63","46","Computer and Technology","Electronics - Semiconductors","8.52","1"
"ASHLAND INC","ASH","3311.78","71.7","733317","6.34","10.03","27.5","97.95","9.07","-13.68","8.19","72.84","47.49","102","Basic Materials","Chemical - Specialty","2.82","3"
"ASML Holding","ASML","673258.5","1678.22","1974780","8.15","-2.03","12.56","78.65","41.58","20.81","30.11","1989.44","689.63","8","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","30.11","3"
"AST SpaceMobile","ASTS","27289.04","68.38","15528379","24.33","-5.26","-3.63","34.73","-14.34","1505.21","-573.67","133.09","36.91","77","Computer and Technology","Wireless Equipment","-573.67","3"
"AT&T","T","160208.77","23.06","77442064","-5.19","10.86","-7.33","31.73","-16.72","2.71","12.77","29.62","20.48","99","Computer and Technology","Wireless National","16.94","3"
"ATI INC","ATI","27314.55","205.11","1388168","7.04","9.22","24.31","97.03","54.32","5.16","10.77","204.09","71.34","87","Aerospace","Aerospace - Defense Equipment","9.26","2"
"AXT","AXTI","4270.17","68.61","10636056","52.64","12.24","-46.89","45.6","253.23","-11.11","6.27","140.83","1.92","46","Computer and Technology","Electronics - Semiconductors","3.23","3"
"AZZ","AZZ","4589.17","151.96","342208","4.15","6.01","3.11","88.07","26.07","4.58","11.28","160.17","97.64","50","Industrial Products","Manufacturing - Electronics","11.83","3"
"Abacus Global Management, Inc.","ABX","1041.72","10.56","590346","2.55","-7.97","16.27","83.67","12.39","110.18","33.72","12","5.02","157","Finance","Financial - Miscellaneous Services","15.63","2"
"AbbVie","ABBV","430744.09","246.2","5909437","-7.37","-4.26","17.29","71.36","-5.59","8.57","30.03","263.3","195.22","236","Medical","Large Cap Pharmaceuticals","9.8","4"
"Abbott Laboratories","ABT","182486.22","105.71","12254807","-1.69","10.04","25.03","42.36","-25.52","5.67","19.79","136.62","82.56","157","Medical","Medical - Products","11.65","3"
"Abercrombie & Fitch","ANF","4896.38","109.45","1009762","6.82","23.79","50.83","69.41","-22.53","6.42","8.8","129.85","65.61","97","Retail-Wholesale","Retail - Apparel and Shoes","9.34","2"
"Academy Sports and Outdoors","ASO","3020.92","47.87","1239240","-3.39","7.29","-4.71","35.87","-13.73","2.02","6.56","61.19","41.73","77","Consumer Discretionary","Leisure and Recreation Products","6.24","2"
"Acadia Healthcare","ACHC","2948.49","32.24","3141859","-3.12","-.78","21.71","83.54","97.48","5.04","4.14","35.61","11.68","193","Medical","Medical - Hospital","-33.44","3"
"Acadia Realty Trust","AKR","2974.63","21.49","1305485","-2.17","1.12",".32","75.52","-6.69","14.2","12.14","22.72","18.39","83","Finance","REIT and Equity Trust - Retail","12.14","3"
"Acadian Asset Management Inc.","AAMI","3275.02","91.41","423217","11.42","17.42","30.33","100","73.05","11.49","24.38","91.92","39.58","157","Finance","Financial - Miscellaneous Services","15.17","1"
"Accelerant Holdings","ARX","2655.51","12.26","2436595","-17.32","-9.65","-9.79","13.58","-34.14","51.49","26.6","30.05","9.36","93","Finance","Insurance - Brokerage","-135.47","2"
"Accenture","ACN","113815","170.73","7922729","3.5","19.9",".39","28.03","-43.79","7.36","11.72","288.54","124.44","148","Computer and Technology","Computers - IT Services","10.66","4"
"Aclaris Therapeutics","ACRS","835.19","6.36","1825308","12.19","6.41","22.54","100","75.79","-58.19","-832.58","5.98","1.53","151","Medical","Medical - Drugs","-832.58","3"
"Acuity, Inc.","AYI","10434.93","359.08","308575","1.28","2.75","20.98","76.36","-14.33","13.14","13.16","376.69","257.79","154","Business Services","Technology Services","10.25","3"
"Acuren Corporation","TIC","1836.86","8.18","2112985","14.78","5.06","-11.6","22.26","-27.27","39.45","-2.82","14.49","6.54","154","Business Services","Technology Services","-5.77","3"
"Adamas Trust, Inc.","ADAM","854.76","9.44","880071","9.18","4.28","7.22","100","15.27","50.01","73.83","9.51","6.57","177","Finance","REIT and Equity Trust","29.82","1"
"AdaptHealth","AHCO","911.99","6.495","1968748","-40.2","-33.89","-40.36","0","-40.39","-.49","2.16","13.38","6.71","157","Medical","Medical - Products","-7.07","3"
"Adaptive Biotechnologies","ADPT","3929.09","24.6","2791862","9.01","17.92","80.12","100","33.76","54.77","-24.02","24.55","10.33","106","Medical","Medical - Biomedical and Genetics","-20.73","3"
"Adecoagro","AGRO","1310.28","9.29","703223","-8.47","-4.47","-29.69","25.37","2.54","-6","-2.59","15.25","7.13","107","Consumer Staples","Agriculture - Operations",".95","3"
"Adient","ADNT","1659.23","20.52","901313","-2.13","10.21","-3.95","36.17","-2.33","-1.04","1","27.09","17.8","167","Auto-Tires-Trucks","Automotive - Original Equipment",".39","3"
"Adobe","ADBE","102352.27","259.32","5433017","3.33","16.23","6.92","36.82","-34.9","10.53","37.44","367.46","193.41","84","Computer and Technology","Computer - Software","28.69","3"
"Advance Auto Parts","AAP","3552.43","59.58","1661423",".22","5.32","11.8","78.99","32.45","-5.42","2.28","64.17","38.75","51","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".51","3"
"Advanced Drainage Systems","WMS","11477.65","149.59","625253","3.23",".46","7.13","58.89","-8.51","5.03","16.09","175.38","113.04","107","Construction","Building Products - Miscellaneous","13.98","3"
"Advanced Energy Industries","AEIS","13672.82","329.23","763441","24.86","18.65",".58","81.22","44.28","21.37","16.54","389.05","135.25","8","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10.77","1"
"Advanced Micro Devices","AMD","845596.88","482.05","28552272","14.07",".48","15.68","85.5","114.26","34.34","23.02","580.91","151.14","20","Computer and Technology","Computer - Integrated Systems","15.58","1"
"Aebi Schmidt Holding AG","AEBI","1036.26","13.1","314705","-2.76","15.86","16.26","64.83","-6.48","40.58",".48","15.61","9.24","73","Auto-Tires-Trucks","Automotive - Domestic",".48","3"
"Aehr Test Systems","AEHR","3584.66","98.78","3428960","56.99","64.16","13.62","93.29","381.59","-15.21","1.82","116.58","16.84","18","Computer and Technology","Electronics - Measuring Instruments","-14.25","2"
"AerSale","ASLE","307.62","6.44","319358",".15","6.9","1.09","19.42","-18.98","-2.83","5.45","9","5.91","87","Aerospace","Aerospace - Defense Equipment","3.06","3"
"Aercap","AER","25879.21","155.13","1030992",".64","2.65","7.28","100","-4.55","6.5","35.97","155.08","108.1","167","Transportation","Transportation - Equipment and Leasing","37.85","1"
"AeroVironment","AVAV","8553.77","168.06","1432402","8.1","3.99",".09","11.84","-38.17","140.89","8.18","409.83","136.68","87","Aerospace","Aerospace - Defense Equipment","-9","3"
"Aeva Technologies","AEVA","1287.92","19.61","1406652","38.98","-5.29","7.02","55.92","36.12","99.44","-482.33","29.29","9.19","167","Auto-Tires-Trucks","Automotive - Original Equipment","-693.94","4"
"Affirm","AFRM","26162.28","78.47","3556294","7.9","-6.58","19.4","71.68","-7.13","39.66","9.63","92.18","42.53","107","Computer and Technology","Internet - Software","9.63","2"
"Aflac","AFL","63699.46","125.56","1945075","-3.4","3.01","7.74","86.01",".42","-9.31","21.77","129.55","98.09","178","Finance","Insurance - Accident and Health","25.6","3"
"Agenus","AGEN","371.44","7.78","11029738","25.76","137.14","141.28","100","133.89","10.37","71.76","8.3","2.77","106","Medical","Medical - Biomedical and Genetics","50.49","3"
"Agilent Technologies","A","39314.53","141.11","2159050","-.95","6.15","23.3","61.67","-9.48","6.73","22.83","157.2","110.24","157","Medical","Medical - Products","19.55","2"
"Agilon Health","AGL","1581.29","107.85","327834","-4.4","-11.81","36.3","71.25","387.09","-2.11","-6.42","129.84","7.91","102","Medical","Medical Services","-6.09","3"
"Agios Pharmaceuticals","AGIO","1886.58","31.72","1193847","-12.2","-28.2","11.19","40","2.72","48.03","-418.24","45.49","22.34","106","Medical","Medical - Biomedical and Genetics","-418.24","3"
"Agree Realty","ADC","9492.63","76.08","1209018","-5.92","-2.65","-.29","52.14","-6.25","16.42","30.3","81.92","70.22","83","Finance","REIT and Equity Trust - Retail","28.84","3"
"Air Canada","ACDVF","5284.77","18.952","338914","3.34","5.83","35.17","100","19.01","-1.43","2.63","18.87","12.07","107","Transportation","Transportation - Airline","3.45","3"
"Air Products and Chemicals","APD","65627.65","295.09","1166713",".64","-3.39","-2.93","76.65","5.57","-.52","23.4","314.19","230.76","105","Basic Materials","Chemical - Diversified ","-.38","2"
"Airbnb","ABNB","90357.52","152.49","3454286","-2.08",".75","10.66","92.33","-2.26","10.26","19.9","153.11","111.54","107","Consumer Discretionary","Leisure and Recreation Services","19.9","3"
"Airbus SE - Unsponsored ADR","EADSY","195246.3","61.95","563235","2.35","6.64","21.95","88.25","-5.48","10.85","7.71","64.09","45.2","87","Aerospace","Aerospace - Defense Equipment","7.71","3"
"Akamai Technologies","AKAM","17933.29","122.27","3496904","10.34","7.85","-17.53","58.29","25.09","5.44","24.13","161.14","70.53","153","Computer and Technology","Internet - Services","10.2","3"
"Alamos Gold","AGI","12038.62","31.27","4537237","-.1","-5.77","-35.33","12.77","-34.04","34.29","38.71","55.33","24.87","232","Basic Materials","Mining - Gold","52.64","4"
"Alarm.com","ALRM","2763.36","56.66","429636","2.49","9.89","32.61","80.68","-3.11","7.59","14.46","59.16","42.13","107","Industrial Products","Security and Safety Services","12.36","2"
"Alaska Air Group","ALK","5855.59","52.05","3173626","8.11","7.05","35.68","61.88","-7.56","21.34","-.82","63.86","34.19","107","Transportation","Transportation - Airline","-1.19","3"
"Albemarle","ALB","14248.86","118.84","2141042","6.77","-6.36","-41.21","36.08","-24.42","-4.37","7.53","215.62","67.3","105","Basic Materials","Chemical - Diversified ","-5","3"
"Alcon","ALC","35112.81","70.57","2233443","2.72","6.16","11.3","31.92","-20.3","4.94","14.89","90.12","62.02","157","Medical","Medical - Instruments","7.7","3"
"Algonquin Power & Utilities","AQN","4456.84","5.77","3764474","-4.77","3.21","-2.69","26.09","-16.7","4.92","10.05","6.98","5.37","175","Utilities","Utility - Electric Power","6.62","4"
