Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","7424.4","57.75","3219644","22.19","27.71","162.36","99.81","217.6","5.25","-12.18","58.57","11.34","160","Medical","Medical Info Systems","-12.18","3"
"3M","MMM","94444.25","183.78","3827634",".93","16.96","22.61","100","1.32","1.52","18.35","183.13","141.2","165","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","599.61","11.87","615929","11.79","-1.97","36.47","76.45","35.47","230194.59","-182.34","13.3","5.53","158","Medical","Medical - Drugs","-182.34","3"
"908 Devices","MASS","378.51","10.02","374625","18.46","22.67","47.64","100","68.89","-5.76","-27.88","10.01","5.09","104","Medical","Medical - Instruments","-56.96","3"
"A. O. Smith","AOS","8653.3","62.59","1829920",".47","4.6","13.8","31.96","-15.67",".32","13.6","80.47","55.78","80","Industrial Products","Manufacturing - Electronics","13.15","3"
"A10 Networks","ATEN","1972.79","27.49","1427830","-11.5","-27.82","-3.93","49.26","36.05","11.03","23.3","38.11","16.55","88","Computer and Technology","Internet - Software","13.85","3"
"AAON","AAON","7072.87","85.23","1259966","-10.23","-24.04","-34.15","17.99","-.35","20.11","8.29","148.25","72.07","25","Construction","Building Products - Air Conditioner and Heating","8.24","3"
"AAR","AIR","5802.36","148.16","461290","-2.66","8.17","44.17","94.88","55.62","18.97","5.89","149.43","71.73","44","Aerospace","Aerospace - Defense Equipment","5.67","1"
"ABB","ABBNY","185360.11","102.56","360814",".1","-2.2","1.01","81.74","21.75","1.13","13.74","109.73","65.61","80","Industrial Products","Manufacturing - Electronics","13.86","3"
"ABCELLERA BIOLG","ABCL","2992.53","10.355","7806075","60.26","44.81","140.99","100","152.79","160.56","-248.83","9.76","2.78","152","Medical","Medical - Biomedical and Genetics","-248.83","3"
"ABM Industries","ABM","2828.29","48.43","428731","-1.83","6.58","24.18","88.75","1.1","4.62","2.32","49.66","37.39","197","Business Services","Business - Services","1.75","3"
"ACADIA Pharmaceuticals","ACAD","5067.5","29.45","1757498","8.32","15.38","43.6","100","-2.47","11.87","9.31","29.41","20.06","152","Medical","Medical - Biomedical and Genetics","33.42","3"
"ACI Worldwide","ACIW","5273.9","52.75","1211817","-8.67","-5.21","22.66","63.43","-3.21","10.38","17.86","60.18","38.47","67","Computer and Technology","Computer - Software","12.4","2"
"ACM Research","ACMR","5167.42","81.26","1059629","-3.14","-19.19","20.27","54.38","79.45","15.24","10.69","126.89","23.92","105","Computer and Technology","Semiconductor Equipment - Material Services","14.48","3"
"ACV Auctions","ACVA","1267.49","7.76","4242199","-9.25",".41","22.64","32.84","-19.82","19.22","3.47","13.62","4.15","205","Business Services","Auction and Valuation Services","-7.88","3"
"ADEIA INC","ADEA","3056.97","28.11","1251563","-11.18","-.79","4.92","73","42.34","17.91","44.9","33.63","11.74","157","Business Services","Technology Services","26.05","3"
"ADMA Biologics","ADMA","2295.71","9.78","2738440","11.17","11.67","14.77","18.04","-51.9","19.63","33.47","20.38","7.6","152","Medical","Medical - Biomedical and Genetics","32.98","3"
"ADT","ADT","5442.67","7.31","8213663","-4.97","10.7","8.44","45.1","-18.23","4.72","14.42","8.85","6.3","88","Industrial Products","Security and Safety Services","11.85","2"
"ADTRAN Holdings, Inc.","ADTN","632.3","8.16","2625149","-11.42","-38.41","-46.74","4.2","-20.9","17.46","2.48","19.4","7.25","78","Computer and Technology","Communication - Components","-2.29","4"
"AES","AES","10487.55","14.71","7108468",".14","-.68",".89","45.91","-9.2","-.37","14.52","17.28","12.51","161","Utilities","Utility - Electric Power","14.3","3"
"AGCO","AGCO","7103.32","101.55","888130","-5.38","-11.14","-9.05","3.2","-13.88","-13.55","4.18","140.49","100.14","105","Industrial Products","Manufacturing - Farm Equipment","5.15","4"
"AGNC Investment","AGNC","12909.89","10.88","21032922","2.35","-2.59","7.5","54.93","-10.02","19.46","186.81","12.17","9.33","213","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","676.79","6.72","695767","-5.35","-5.08","1.82","65.14","-10.08","-59.74","-1.97","7.56","5.15","80","Finance","REIT and Equity Trust - Other","-18.23","4"
"AIRO Group Holdings, Inc.","AIRO","265.09","8.49","339533","12.55","22.71","44.1","12.94","-8.71","4.57","-19.98","25.79","5.85","87","Aerospace","Aerospace - Defense","-19.98","3"
"AMC Global Media Inc.","AMCX","486.34","11.75","871093","3.42","20.06","39.36","95.64","9.7","-4.52","1.69","12.03","6.52","198","Consumer Discretionary","Media Conglomerates","-.88","1"
"AMETEK","AME","58744.73","258.52","1201906",".89","9.55","15.83","100","10.58","6.63","23.32","256.3","179.28","34","Computer and Technology","Electronics - Testing Equipment","20.04","3"
"AMN Healthcare Services","AMN","1282.35","32.44","788998","-.42","1.88","22.99","83.77","86.09","-8.49","3.97","36.6","15.1","197","Business Services","Business - Services","3.06","3"
"ANI Pharmaceuticals","ANIP","1695.22","75.115","356211","-5.9","-7.47","-7.21","14.27","-16.37","43.78","18.68","98.81","70.49","152","Medical","Medical - Biomedical and Genetics","11.07","4"
"APA","APA","14231.28","39.97","5587601","13.46","17.64","-.71","84.59","47.1","-5.31","21.07","44.39","19.92","214","Oils-Energy","Oil and Gas - Exploration and Production - United States","19.48","3"
"APTIV PLC","APTV","10302.77","48.48","3968993","3.98","-14.54","-5.61","7.84","-42.24","3.47","8.45","88.67","46.3","157","Business Services","Technology Services","1.17","4"
"APi Group","APG","18535.35","43.55","2883060","3.25","3.32","4.25","58.69","-.7","12.72","15.24","49.4","33.64","197","Business Services","Business - Services","3.99","3"
"ARM Holdings PLC Sponsored ADR","ARM","287238.41","271.87","5931776","-4.15","-4.35","20.51","49.08","117.93","22.79","38.85","439.46","104.55","40","Computer and Technology","Electronics - Semiconductors","20.25","3"
"ARMOUR Residential REIT","ARR","2359.69","16.64","3885206","1.46","-2.57","1.58","51.68","-16.53","45.28","148.59","19.12","14.05","213","Finance","REIT and Equity Trust","44.9","3"
"ARS Pharmaceuticals, Inc.","SPRY","590.85","6.05","2418719","11.84","-21.81","-17.02","6.63","-54.76","-5.46","-200","17.5","5.13","158","Medical","Medical - Drugs","-200","3"
"ASE Technology","ASX","85938.85","39.28","9090917","-.13","-4.24","25.12","81.77","112.64","11.82","8.52","45.12","9.63","40","Computer and Technology","Electronics - Semiconductors","8.52","1"
"ASHLAND INC","ASH","3416.19","74.72","863531","3.13","11.75","36.39","93.54","12.6","-13.68","8.19","76.45","47.49","152","Basic Materials","Chemical - Specialty","2.82","3"
"ASML Holding","ASML","707666.88","1810.0699","1865075","5.11","1.34","23.29","85.01","48.98","20.81","30.11","1989.44","721.31","9","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","30.11","3"
"AST SpaceMobile","ASTS","27801.36","74.31","16422157","1.88","4.08","-18.7","36.1","-12.64","1505.21","-450.39","133.09","36.91","105","Computer and Technology","Wireless Equipment","-536.66","3"
"AT&T","T","167883.45","24.25","74630624","4.79","15.13","-1.92","43.98","-12.63","2.71","12.77","29.62","20.48","187","Computer and Technology","Wireless National","16.94","3"
"ATI INC","ATI","31330.08","230.43","1645537","14.95","21.45","52.94","100","77.59","5.16","11.84","230.08","71.34","44","Aerospace","Aerospace - Defense Equipment","10.09","1"
"AXT","AXTI","4826.92","78.47","11873170","13.04","28.16","-34.64","51.69","299.71","-11.11","6.27","140.83","2.05","40","Computer and Technology","Electronics - Semiconductors","3.23","1"
"Abacus Global Management, Inc.","ABX","855.63","8.53","582934","-17.86","-19.93",".9","55.87","-7.59","110.18","33.55","12","5.02","154","Finance","Financial - Miscellaneous Services","10.55","2"
"AbbVie","ABBV","441857.22","248.76","5664473","2.58","2.17","17","79.96","-3.05","8.57","30.03","263.3","197.38","176","Medical","Large Cap Pharmaceuticals","9.8","3"
"Abbott Laboratories","ABT","189857.66","110.91","11678122","4.04","23.34","23.53","50.24","-22.43","5.67","19.79","136.62","82.56","155","Medical","Medical - Products","11.65","3"
"Abercrombie & Fitch","ANF","5241.61","112.23","976277","7.05","27.03","63.53","81.51","-16.98","6.42","8.8","129.85","65.61","95","Retail-Wholesale","Retail - Apparel and Shoes","9.34","3"
"Academy Sports and Outdoors","ASO","3073.63","49.24","1103784","1.75","6.74",".63","40.24","-12.13","2.02","6.56","61.19","41.73","76","Consumer Discretionary","Leisure and Recreation Products","6.24","3"
"Acadia Healthcare","ACHC","2895.42","31.7","2828744","-1.8","-1.58","24.8","81.15","94.14","5.04","4.14","35.61","11.68","34","Medical","Medical - Hospital","-33.44","3"
"Acadia Realty Trust","AKR","2830.43","20.7","1465576","-4.85","-3.51","-2.41","51.27","-11.12","14.2","12.14","22.72","18.39","101","Finance","REIT and Equity Trust - Retail","12.14","2"
"Acadian Asset Management Inc.","AAMI","3249.12","92.19","412291","-.4","13.56","34.42","99.26","72.54","11.49","24.38","91.92","41.93","154","Finance","Financial - Miscellaneous Services","15.17","1"
"Accelerant Holdings","ARX","2731.88","13.61","2221703","2.88","-1.18","-24.31","15.27","-32.17","51.49","26.6","30.05","9.36","72","Finance","Insurance - Brokerage","-135.47","2"
"Accenture","ACN","120085.75","180.14","7342930","5.51","33.64","1.71","33.75","-40.63","7.36","11.72","288.54","124.44","80","Computer and Technology","Computers - IT Services","10.66","3"
"Aclaris Therapeutics","ACRS","827.76","5.84","2180613","-1","9.02","33.03","90.7","74.21","-58.19","-921.5","6.36","1.63","158","Medical","Medical - Drugs","-921.5","3"
"Acuren Corporation","TIC","2300.04","10.19","2614911","26.83","48.45","23.13","50.31","-7.65","39.45","-.91","14.49","6.54","157","Business Services","Technology Services","-5.64","3"
"Acushnet","GOLF","5278.06","89.1","356636","-11.52","-19.61","3.34","36.9",".29","4.14","8.75","118.53","73.9","76","Consumer Discretionary","Leisure and Recreation Products","8.12","3"
"Adamas Trust, Inc.","ADAM","919.47","10.16","906323","7.57","11.8","17.32","100","24.13","50.01","73.83","10.23","6.58","213","Finance","REIT and Equity Trust","29.82","1"
"AdaptHealth","AHCO","767.92","5.77","3655825","-15.8","-44.55","-45.41","5.27","-49.75","-.49","2.16","13.38","5.22","155","Medical","Medical - Products","-7.07","3"
"Adaptive Biotechnologies","ADPT","4052.14","25.25","2868770","3.42","18.48","95.91","99.55","38.49","54.77","-24.02","25.45","12.15","152","Medical","Medical - Biomedical and Genetics","-20.73","3"
"Adecoagro","AGRO","1341.65","9.29","687945","2.39","-9.87","-29.35","28.08","5.11","-6","-.4","15.25","7.13","72","Consumer Staples","Agriculture - Operations","3.03","3"
"Adient","ADNT","1475.64","18.62","954780","-9.55","-.62","-2.69","14.42","-11.56","-1.04",".98","27.09","17.8","174","Auto-Tires-Trucks","Automotive - Original Equipment",".32","4"
"Adobe","ADBE","104824.72","258.75","5420566","2.42","19.44","3.42","40.39","-33.26","10.53","37.44","367.46","193.41","67","Computer and Technology","Computer - Software","28.69","2"
"Advance Auto Parts","AAP","3197.37","53.52","1440532","-9.99","-4.44","6.9","55.86","19.34","-5.42","2.28","64.17","38.75","47","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".51","3"
"Advanced Drainage Systems","WMS","10831.98","140.53","677273","-4.07","-4.89","9.16","30.84","-12.14","5.03","16.46","175.38","129.5","105","Construction","Building Products - Miscellaneous","14","3"
"Advanced Energy Industries","AEIS","13120.13","337.32","763691","-4.04","7.34","8.17","74.79","38.59","21.37","16.54","389.05","145.25","9","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10.77","1"
"Advanced Micro Devices","AMD","774315.56","482.93","29706596","-8.53","-13.47","14.56","75.2","96.18","34.34","23.02","580.91","151.14","33","Computer and Technology","Computer - Integrated Systems","15.58","3"
"Aebi Schmidt Holding AG","AEBI","997.5","12.99","304505","-3.74","6.72","13.89","56.99","-9.88","40.58",".48","15.61","9.24","62","Auto-Tires-Trucks","Automotive - Domestic",".48","3"
"Aehr Test Systems","AEHR","3822.46","129.23","3363609","6.63","62.73","44.43","100","414.1","-15.21","1.82","117.18","17.38","22","Computer and Technology","Electronics - Measuring Instruments","-14.25","2"
"AerSale","ASLE","273.47","5.63","400073","-11.98","-4.66","-4.82","0","-28.61","-2.83","1.69","9","5.73","44","Aerospace","Aerospace - Defense Equipment","-1.23","3"
"Aercap","AER","24916.34","150.25","1050503","-3.72","1.74","9.76","86.82","-8","6.5","35.97","155.24","110.24","88","Transportation","Transportation - Equipment and Leasing","37.85","1"
"AeroVironment","AVAV","9920.19","193.81","1335446","15.97","36.63","22.34","21.72","-28.22","140.89","8.18","409.83","136.68","44","Aerospace","Aerospace - Defense Equipment","-9","3"
"Aeva Technologies","AEVA","1516.76","25.16","1883984","17.77","21.39","26.63","73.98","60.48","99.44","-477.41","29.29","9.19","174","Auto-Tires-Trucks","Automotive - Original Equipment","-150.12","4"
"Affirm","AFRM","25688.39","73.4","3308329","-1.81","-9.17","17.47","68.83","-8.71","39.66","9.63","92.18","42.53","88","Computer and Technology","Internet - Software","9.63","2"
"Aflac","AFL","60697.63","120.73","2141431","-3.26","-.8","2.25","67.42","-2.75","-9.31","21.74","129.55","103.52","216","Finance","Insurance - Accident and Health","26.91","3"
