Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","9980.3","76.6","2615497","11.68","17.63","108.43","99.44","320.23","5.25","-12.18","76.97","11.34","92","Medical","Medical Info Systems","-12.18","3"
"3M","MMM","85553.19","165.89","2677748",".56","-7.3","1.15","57.99","-7.29","1.52","18.35","183.78","141.2","54","Conglomerates","Diversified Operations","11.9","3"
"4D Molecular Therapeutics","FDMT","840.82","15.22","821642","15.57","-3.85","31.21","84.84","81.58","230194.59","-194.74","16.76","6.6","165","Medical","Medical - Drugs","-194.74","3"
"908 Devices","MASS","435.24","10.53","387961","10.61","-1.4","19.93","90.52","79.47","-5.76","-27.88","11.1","5.09","99","Medical","Medical - Instruments","-56.96","3"
"A. O. Smith","AOS","7739.99","56.95","1347101","-.77","-9.72","-7.73","4.74","-23.81",".32","13.6","80.47","55.78","67","Industrial Products","Manufacturing - Electronics","13.15","3"
"A10 Networks","ATEN","1898.73","26.15","1150424","5.7",".11","-25.24","44.53","32.27","11.03","23.3","38.11","16.55","88","Computer and Technology","Internet - Software","13.85","3"
"A2Z Cust2Mate Solutions Corp.","AZ","251.68","5.65","403321","-2.42","-21.09","6.4","14.36","-22.34","10.26","-241.67","8.81","5.12","88","Computer and Technology","Internet - Software","-241.67","3"
"AAON","AAON","6329.14","76.76","1069771","-3.8","-3.37","-39.45","4.37","-9.92","20.11","8.29","148.25","73.49","29","Construction","Building Products - Air Conditioner and Heating","8.24","3"
"AAR","AIR","4498.67","112.77","353189","-10.13","-16.36","-21.22","48.14","21.88","18.97","5.89","153.71","74.76","45","Aerospace","Aerospace - Defense Equipment","5.67","2"
"ABCELLERA BIOLG","ABCL","3872.5","12.63","4560097","15.98","11.57","71.14","99","230.44","160.56","-248.83","12.73","2.78","168","Medical","Medical - Biomedical and Genetics","-248.83","3"
"ABM Industries","ABM","2917.25","49.77","528964",".69","6.32","9.46","93.72","5.28","4.62","2.4","50.6","37.39","107","Business Services","Business - Services","1.82","3"
"ACADIA Pharmaceuticals","ACAD","4702.22","27.29","1479348","-1.94","-7.49","7.78","68.79","-8.58","11.87","9.31","30.57","20.06","168","Medical","Medical - Biomedical and Genetics","33.42","3"
"ACI Worldwide","ACIW","5075.02","50.27","748409","-3.49","-3.07","2.05","54.35","-5.92","10.38","17.86","60.18","38.47","160","Computer and Technology","Computer - Software","12.4","1"
"ACM Research","ACMR","4429.68","68.51","819013","-4.85","-13.73","-34.44","39.95","55.39","15.24","10.69","126.89","29.67","1","Computer and Technology","Semiconductor Equipment - Material Services","14.48","1"
"ACV Auctions","ACVA","1779.59","10.48","12345790",".67","41.05","51.23","100","16.92","19.22","3.47","10.48","4.15","45","Business Services","Auction and Valuation Services","-7.88","3"
"ADEIA INC","ADEA","2737.15","24.82","856502","-7.08","-5.45","-19.47","59.75","28.74","17.91","44.9","33.63","11.74","158","Business Services","Technology Services","26.05","3"
"ADMA Biologics","ADMA","2040.5","9.11","2440584","-1.3","-7.42","4.11","11.81","-55.31","19.63","33.47","20.38","7.6","168","Medical","Medical - Biomedical and Genetics","32.98","3"
"ADT","ADT","5040.86","6.9","6751120","-2.13","-6.5","7.98","23.62","-23.5","4.72","14.42","8.84","6.3","74","Industrial Products","Security and Safety Services","11.85","2"
"ADTRAN Holdings, Inc.","ADTN","586.67","7.2","1612802","-4.51","-7.34","-46.75","1.29","-25.86","17.46","2.48","19.4","7.04","31","Computer and Technology","Communication - Components","-2.29","4"
"AECOM","ACM","7977.89","61.99","2068683","-2.42","-4.32","-12.72","1.3","-41.82",".21","6.7","134.35","61.04","101","Construction","Engineering - R and D Services","1.87","5"
"AES","AES","10580.29","14.83","7430185",".27",".41","1.09","48.64","-7.46","-.37","14.52","17.28","12.51","162","Utilities","Utility - Electric Power","14.3","3"
"AGCO","AGCO","8389.1","119.79","1269640","-1.08","12.15","2.08","50.76","2.75","-13.55","4.18","140.49","98.45","187","Industrial Products","Manufacturing - Farm Equipment","5.15","5"
"AGNC Investment","AGNC","11700.7","9.87","30216234","-2.76","-9.37","-9.45","7.26","-17.62","19.46","186.81","12.17","9.69","226","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","463.97","6.22","627143","-1.58","-6.75","-12.64","44.4","-15.93","-59.74","-1.97","7.56","5.15","92","Finance","REIT and Equity Trust - Other","-18.23","4"
"AIRO Group Holdings, Inc.","AIRO","220.89","7","407508","-3.45","-18.61","1.01","8.04","-23.43","4.57","-23.86","20.15","5.85","101","Aerospace","Aerospace - Defense","-23.86","3"
"AMC Global Media Inc.","AMCX","475.2","11.52","582248","-5.34","-7.02","14.29","78.99","8.28","-4.52","1.69","12.85","6.52","182","Consumer Discretionary","Media Conglomerates","-.88","3"
"AMERISAFE","AMSF","456.36","24.62","517410","-.61","-5.34","-27.05","0","-42.65","2.66","11.73","44.71","24.62","227","Finance","Insurance - Accident and Health","14","5"
"AMETEK","AME","54467.8","237.64","1333410","-1.75","-.8",".05","73.65","3.57","6.63","23.32","258.52","179.28","23","Computer and Technology","Electronics - Testing Equipment","20.04","3"
"AMN Healthcare Services","AMN","1326.89","34.26","569411","2.76","-.58","4.58","89.12","94.51","-8.49","3.97","36.6","15.1","107","Business Services","Business - Services","3.06","3"
