Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","9134.71","74.39","2582561","11.91","20.9","112.84","100","286.17","5.25","-12.18","70.11","11.34","76","Medical","Medical Info Systems","-12.18","3"
"3M","MMM","83557.34","164.67","2535388","-3.88","-10.09","-.74","48.9","-9.09","1.52","18.35","183.78","141.2","57","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","760.16","13.63","959018","-8.08","-5.4","32.05","70.47","64.82","230194.59","-194.74","16.76","6.6","162","Medical","Medical - Drugs","-194.74","3"
"908 Devices","MASS","402.18","9.97","395995","-3.18","-4.51","12.36","77.21","66.5","-5.76","-27.88","11.1","5.09","100","Medical","Medical - Instruments","-56.96","3"
"A. O. Smith","AOS","7798.43","57.22","1248945","-5.13","-6.55","-2.23","6.48","-22.93",".32","13.6","80.47","55.78","77","Industrial Products","Manufacturing - Electronics","13.15","3"
"A10 Networks","ATEN","1859.52","26.75","1147379","4.15","-6.36","-24.16","42.02","30.06","11.03","23.3","38.11","16.55","90","Computer and Technology","Internet - Software","13.85","3"
"A2Z Cust2Mate Solutions Corp.","AZ","258.36","5.55","482464","-5.69","-20.33","5.45","18.43","-19.96","10.26","-241.67","8.81","5.12","90","Computer and Technology","Internet - Software","-241.67","3"
"AAON","AAON","6228.55","74.32","1046689","-4.86","-14.25","-44.52","2.74","-11","20.11","8.29","148.25","73.49","30","Construction","Building Products - Air Conditioner and Heating","8.24","3"
"AAR","AIR","4790.29","115.92","305594","-5.11","-21.88","-10.58","57.71","30.3","18.97","5.89","153.71","74.19","50","Aerospace","Aerospace - Defense Equipment","5.67","2"
"ABCELLERA BIOLG","ABCL","3424.85","11.41","4959503","-2.27","-.27","94.6","86.32","193.41","160.56","-248.83","12.5","2.78","165","Medical","Medical - Biomedical and Genetics","-248.83","3"
"ABM Industries","ABM","2906.7","49.91","462456","5.4","3.92","13.06","92.35","5.32","4.62","2.4","50.6","37.39","156","Business Services","Business - Services","1.82","3"
"ACADIA Pharmaceuticals","ACAD","4741.85","26.76","1351780","-1.78","-5.14","24.58","70.98","-7.44","11.87","9.31","30.57","20.06","165","Medical","Medical - Biomedical and Genetics","33.42","3"
"ACI Worldwide","ACIW","5315.29","51.29","706316","-.57","1","22.67","65.32","-1.07","10.38","17.86","60.18","38.47","156","Computer and Technology","Computer - Software","12.4","1"
"ACM Research","ACMR","4322.99","63.94","845246","-10.18","-21.93","-35.19","38.25","52.26","15.24","10.69","126.89","29.67","1","Computer and Technology","Semiconductor Equipment - Material Services","14.48","1"
"ACV Auctions","ACVA","1767.7","10.43","10104534","49.14","36.61","63.42","100","16.61","19.22","3.47","10.41","4.15","23","Business Services","Auction and Valuation Services","-7.88","3"
"ADEIA INC","ADEA","2719.51","24.9","768569","-6.94","-16.89","-22.48","59.02","28.43","17.91","44.9","33.63","11.74","156","Business Services","Technology Services","26.05","3"
"ADMA Biologics","ADMA","2047.22","8.61","1832559","-4.99","-2.14","6.65","12.05","-54.98","19.63","33.47","20.38","7.6","165","Medical","Medical - Biomedical and Genetics","32.98","3"
"ADT","ADT","5172.36","7.1","6024291","-5.09","-1.39","7.44","30.59","-21.19","4.72","14.42","8.85","6.3","107","Industrial Products","Security and Safety Services","11.85","2"
"ADTRAN Holdings, Inc.","ADTN","573.63","7.08","1522276","-.85","-18.66","-54.81","0","-27.22","17.46","2.48","19.4","7.04","33","Computer and Technology","Communication - Components","-2.29","4"
"AECOM","ACM","8313.79","64.16","2101319","-2.97","3.83","-4.8","4.86","-39.12",".21","6.7","134.35","61.04","107","Construction","Engineering - R and D Services","1.87","5"
"AES","AES","10558.89","14.8","7179092",".07",".27","1.02","48.01","-7.28","-.37","14.52","17.28","12.51","151","Utilities","Utility - Electric Power","14.3","3"
"AGCO","AGCO","8564.88","123.79","1232300","-8.32","22.61","7.36","56.73","5.32","-13.55","4.18","140.49","98.45","181","Industrial Products","Manufacturing - Farm Equipment","5.15","5"
"AGNC Investment","AGNC","11961.51","9.96","18390568","-5.26","-7.85","-2.79","16.13","-15.44","19.46","186.81","12.17","9.69","224","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","465.46","6.36","508894","-5.6","-6.31","-7.56","45.23","-15.32","-59.74","-1.97","7.56","5.15","106","Finance","REIT and Equity Trust - Other","-18.23","4"
"AIRO Group Holdings, Inc.","AIRO","228.78","7.27","379792","-2.03","-22.95","-5.72","9.76","-20.38","4.57","-23.86","20.2","5.85","104","Aerospace","Aerospace - Defense","-23.86","3"
"AMC Global Media Inc.","AMCX","506.14","12.19","503379","-1.68","1.49","31.23","90.84","15.79","-4.52","1.69","12.85","6.52","165","Consumer Discretionary","Media Conglomerates","-.88","3"
"AMERISAFE","AMSF","465.26","24.8","386036","-3.42","-4.96","-20.06","2.12","-41.29","2.66","11.73","45.39","24.66","226","Finance","Insurance - Accident and Health","14","5"
"AMETEK","AME","53553.28","234.45","1316736","-1.71","-8.07","-3.27","68.61","2.24","6.63","23.32","258.52","179.28","12","Computer and Technology","Electronics - Testing Equipment","20.04","2"
"AMN Healthcare Services","AMN","1324.18","34.15","507645","1.15","-1.01","12.69","88.79","94.89","-8.49","3.97","36.6","15.1","156","Business Services","Business - Services","3.06","3"
"ANI Pharmaceuticals","ANIP","1617.11","72.11","336609","-1.17","-7.37","-12.63",".73","-19.88","43.78","18.68","98.81","70.19","165","Medical","Medical - Biomedical and Genetics","11.07","3"
"APA","APA","15776.33","47.41","4938197","5.28","8.3","31.67","100","65.39","-5.31","21.07","45.03","21.66","104","Oils-Energy","Oil and Gas - Exploration and Production - United States","19.48","3"
"APTIV PLC","APTV","9299.9","43.75","4493989","-6.59","-10.49","-29.54",".63","-47.12","3.47","8.45","88.67","44.51","156","Business Services","Technology Services","1.17","5"
"APi Group","APG","16041.79","36.97","3096318","-7.29","-17","-13.23","22.08","-12.84","12.72","15.24","49.4","33.64","156","Business Services","Business - Services","3.99","3"
"ARM Holdings PLC Sponsored ADR","ARM","255281.5","241.83","3773168","-5.19","-11.94","-41.38","40.15","96.43","22.79","38.85","439.46","104.55","58","Computer and Technology","Electronics - Semiconductors","20.25","3"
"ARMOUR Residential REIT","ARR","2194.07","15.05","3124121","-5.2","-5.83","-6.34","28.6","-21.29","45.28","148.59","19.12","14.05","224","Finance","REIT and Equity Trust","44.9","3"
"ASE Technology","ASX","82884.41","37.12","6163802","-1.15","-7.09","-14.99","76.4","106.9","11.82","8.52","45.12","11.05","58","Computer and Technology","Electronics - Semiconductors","8.52","3"
"ASHLAND INC","ASH","3191.28","70.27","537852","-4.47","-6.07","2.93","76.59","6.68","-13.68","8.19","76.45","47.49","154","Basic Materials","Chemical - Specialty","2.82","3"
"ASML Holding","ASML","619480.88","1591.48","1106310","-8.15","-16.35","-18.35","65.05","32.26","20.81","30.11","1989.44","804.16","12","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","30.11","3"
"AST SpaceMobile","ASTS","23350.05","58.77","8899756","-3.71","-15.66","-18.02","22.84","-25.79","1505.21","-450.39","133.09","38.37","162","Computer and Technology","Wireless Equipment","-536.66","3"
"AT&T","T","181656.75","26.72","31014682","3.23","7.41","19.95","65.97","-4.12","2.71","12.77","29.62","20.48","225","Computer and Technology","Wireless National","16.94","3"
"ATI INC","ATI","25620.46","186.69","1812897","-10.68","-18.82","-7.81","72","47.29","5.16","11.84","231.78","75.98","50","Aerospace","Aerospace - Defense Equipment","10.09","1"
"AXT","AXTI","3741.61","57.7","8404634","-7.43","-40.54","-38.27","39.05","213.52","-11.11","6.27","140.83","3.39","58","Computer and Technology","Electronics - Semiconductors","3.23","1"
"Abacus Global Management, Inc.","ABX","928.05","9.33","381604","-1.25","4.06","-.73","64.04","-.29","110.18","33.55","12","5.02","154","Finance","Financial - Miscellaneous Services","10.55","3"
"AbbVie","ABBV","462493.34","263.04","4123027","2.07","4.57","13.81","93.88","2.92","8.57","30.03","265.97","197.38","107","Medical","Large Cap Pharmaceuticals","9.8","3"
"Abbott Laboratories","ABT","178385.2","102.03","7489724","-4.84","-6.6","17.37","37.98","-26.08","5.67","19.79","136.62","82.56","93","Medical","Medical - Products","11.65","2"
"Abercrombie & Fitch","ANF","5967.12","135.17","2438496","-6.05","33.72","63.38","86.75",".36","6.42","8.59","152.08","65.61","81","Retail-Wholesale","Retail - Apparel and Shoes","10.03","1"
"Academy Sports and Outdoors","ASO","3340.66","50.44","2184297","20.72","17.68","4.57","64.34","-2.45","2.02","6.75","61.19","41.73","90","Consumer Discretionary","Leisure and Recreation Products","6.39","3"
"Acadia Healthcare","ACHC","2606.81","27.38","1448113","-.46","-6.67","11.07","68.2","77.27","5.04","4.14","35.61","11.68","63","Medical","Medical - Hospital","-33.44","3"
"Acadia Realty Trust","AKR","2721.93","19.64","1430671","-2.32","-4.8","-6.73","26.58","-13.31","14.2","12.14","22.72","18.77","156","Finance","REIT and Equity Trust - Retail","12.14","3"
"Acadian Asset Management Inc.","AAMI","3155.78","87.48","354828","-4.98","-4.38","20.34","84.85","69.96","11.49","24.38","97.31","41.93","154","Finance","Financial - Miscellaneous Services","15.17","4"
"Accelerant Holdings","ARX","4306.85","19.81","2248033","-.25","1.48","53.84","99.53","8.96","51.49","27.02","19.88","9.36","186","Finance","Insurance - Brokerage","-113.08","3"
"Accenture","ACN","130223.12","193.4","4485492","4.43","14.72","56.21","43","-34.71","7.36","11.72","288.54","124.44","151","Computer and Technology","Computers - IT Services","10.66","3"
"Aclaris Therapeutics","ACRS","788.61","5.525","2133491","-8.59","-4.73","16.53","81.06","68.33","-58.19","-921.5","6.53","1.81","162","Medical","Medical - Drugs","-921.5","3"
"Acuren Corporation","TIC","2057.82","9.61","1278933",".75","-1.87","16.85","36.35","-16.21","39.45","-.91","14.49","6.54","156","Business Services","Technology Services","-5.64","3"
"Acushnet","GOLF","4940.48","83.1","337115","-2.64","-6.7","-21.01","23.95","-4.8","4.14","8.75","118.53","73.9","90","Consumer Discretionary","Leisure and Recreation Products","8.12","3"
"Adamas Trust, Inc.","ADAM","810.72","8.955","733974","-7.49","-10.87",".89","66.85","11","50.01","73.83","10.23","6.58","224","Finance","REIT and Equity Trust","29.82","1"
"AdaptHealth","AHCO","801.7","5.82","2625608","-9.4","1.2","-39.13","8.09","-46.96","-.49","2.16","13.38","5.22","93","Medical","Medical - Products","-7.07",""
"Adaptive Biotechnologies","ADPT","3954.78","26.68","1555866","2.06",".04","42.66","88.17","37.08","54.77","-24.02","26.44","12.41","165","Medical","Medical - Biomedical and Genetics","-20.73","3"
"Adecoagro","AGRO","1671","11.56","911860","-.42","26.57","28.09","56.53","32.77","-6","-.4","15.25","7.13","107","Consumer Staples","Agriculture - Operations","3.03","4"
"Adient","ADNT","1446.34","18.37","757943","-6.25","-6.67","-8.89","10.33","-12.09","-1.04",".98","27.09","17.8","162","Auto-Tires-Trucks","Automotive - Original Equipment",".32","4"
"Adobe","ADBE","105576","257.76","4906062","-.34","4.55","36.28","41.48","-31.83","10.53","36.99","367.46","193.41","156","Computer and Technology","Computer - Software","28.05","3"
"Advance Auto Parts","AAP","2718.6","43.47","2559036","1.88","-20.65","-18.78","24.63","2.89","-5.42","2.53","64.17","38.75","73","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".97","3"
"Advanced Drainage Systems","WMS","9450.55","127.21","587058","-7.68","-15.31","-11.37","0","-22.26","5.03","16.46","175.38","125.33","100","Construction","Building Products - Miscellaneous","14","3"
"Advanced Energy Industries","AEIS","10186.83","250.57","480483","-9.45","-27.04","-34.49","42.02","9.14","21.37","16.54","389.05","156.74","12","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10.77","1"
"Advanced Micro Devices","AMD","805479.5","504.2","16977114","3.32","-2.49","-10.55","79.42","106.98","34.34","23.02","580.91","155.67","32","Computer and Technology","Computer - Integrated Systems","15.58","3"
"Aebi Schmidt Holding AG","AEBI","933.57","12","369855","-7.1","-2.98","-3.61","43.8","-14.57","40.58","1.09","15.61","9.24","51","Auto-Tires-Trucks","Automotive - Domestic","1.09","3"
"Aehr Test Systems","AEHR","2722.83","81.58","2710821","-3.35","-42.74","-26.44","50.69","270.96","-15.21","1.82","145.61","19.4","21","Computer and Technology","Electronics - Measuring Instruments","-14.25","3"
"Aeluma, Inc.","ALMU","229.55","13.13","428337","-3.09","-29.47","-46.28","8.72","-34.39","407.62","-39.4","31.49","10.73","58","Computer and Technology","Electronics - Semiconductors","-115.57",""
"AerSale","ASLE","258.68","5.4","405463","-6.55","-8.14","-14.51","1.45","-31.52","-2.83","1.69","8.82","5.37","50","Aerospace","Aerospace - Defense Equipment","-1.23","5"
"Aercap","AER","23265.93","138.32","1018340","-4.11","-7.33","-5.06","55.34","-12.88","6.5","35.97","155.24","119.82","42","Transportation","Transportation - Equipment and Leasing","37.85","1"
"AeroVironment","AVAV","7795.9","156.99","2069020","6.05","-15.31","1.37","6.12","-43.03","140.89","8.78","409.83","136.68","50","Aerospace","Aerospace - Defense Equipment","-5.77","3"
"Aeva Technologies","AEVA","924.81","14.19","1441473","-6.5","-38.23","-41.95","27.26","-.76","99.44","-477.41","29.29","9.19","162","Auto-Tires-Trucks","Automotive - Original Equipment","-150.12","3"
"Affirm","AFRM","24759.97","72.09","5624910","1.42","-1.53","1.63","62.13","-11.43","31.34","45.29","92.18","42.53","90","Computer and Technology","Internet - Software","45.29","3"
"Aflac","AFL","58662.18","117.55","2042833","-.17","-3.28",".39","47.42","-4.67","-9.31","21.74","129.55","105.7","226","Finance","Insurance - Accident and Health","26.91","3"
"Agenus","AGEN","322","7.16","974504","-13.47","-.28","134.54","78","103.99","10.37","89.19","8.36","2.77","165","Medical","Medical - Biomedical and Genetics","69.33","4"
"Agilent Technologies","A","41387.16","150.27","2360722","-2.69","-1.11","16.06","74.98","-3.08","6.73","23.33","159","110.24","93","Medical","Medical - Products","19.53","3"
"Agios Pharmaceuticals","AGIO","1983.3","32.81","788737",".36","-1.22","-5.36","47","9.64","48.03","-418.24","45.49","22.34","165","Medical","Medical - Biomedical and Genetics","-418.24","3"
"Agnico Eagle Mines","AEM","100138.69","196.9","2972954","-3.51","4.65","18.4","52.84","4.68","43.71","39.12","252.19","136.34","213","Basic Materials","Mining - Gold","40.44","3"
"Agree Realty","ADC","8803.57","70.07","1484441","-2.53","-5.04","-3.56","4.79","-11.72","16.42","30.3","81.92","70.22","156","Finance","REIT and Equity Trust - Retail","28.84","3"
"Air Products and Chemicals","APD","63939.7","290.56","936835","-4.69","-4.56","1.42","67.57","4.42","-.52","23.4","314.19","230.76","90","Basic Materials","Chemical - Diversified ","-.38","2"
"Airbnb","ABNB","102182.77","168.32","4371532","-6.21","-4.82","22.6","74.86","12.96","10.26","20.45","190.5","111.54","202","Consumer Discretionary","Leisure and Recreation Services","20.45","3"
"Airbus SE - Unsponsored ADR","EADSY","177921.23","56.145","359888","-2.57","-8.74","4.41","59.19","-12.55","10.85","7.71","64.09","45.2","50","Aerospace","Aerospace - Defense Equipment","7.71","3"
"Akamai Technologies","AKAM","15172.16","105.4","2954575",".33","-14.15","-12.56","37.68","8.7","5.44","23.46","161.14","71.97","174","Computer and Technology","Internet - Services","9.51","3"
"Alamos Gold","AGI","14922.77","35.17","3519874","-3.54","4.91","11.3","28.47","-16.96","34.29","38.71","55.33","27.83","213","Basic Materials","Mining - Gold","52.64","3"
"Alarm.com","ALRM","2739.62","55.26","350493","-1.93",".71","26.75","85.71","-2.47","7.59","14.8","57.6","42.13","107","Industrial Products","Security and Safety Services","11.11","1"
"Alaska Air Group","ALK","4536.27","39.91","2183447","-3.16","-7.56","-16.58","21.98","-27.29","21.34","-.82","63.86","34.19","218","Transportation","Transportation - Airline","-1.19","3"
"Albemarle","ALB","13574.12","113.45","2119628","-8.91","-14.15","-26.59","28.44","-26.94","-4.37","14.73","215.62","75.05","90","Basic Materials","Chemical - Diversified ","3.09","3"
"Albertsons Companies","ACI","6173.34","12.84","6544440","1.35","4.26","-6.61","19.4","-33.45","3.46","1.32","19.74","11.03","178","Consumer Staples","Consumer Products - Staples",".08","5"
"Alcoa","AA","12390.55","46.52","3657013","-6.04","-9.21","-19.54","29.91","-20.63","7.87","9.29","83.79","31.23","46","Industrial Products","Metal Products - Distribution","9.48","4"
