Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","8312.58","64.72","3195368","10.02","38.94","115.61","97.55","249.9","5.25","-12.18","65.12","11.34","99","Medical","Medical Info Systems","-12.18","3"
"3M","MMM","92319.47","179.37","2940550","-.67",".44","18.6","88.8",".02","1.52","18.35","183.78","141.2","166","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","850.21","15.72","986863","5.81","48.27","58.5","87.1","83.55","230194.59","-194.74","16.76","6.14","150","Medical","Medical - Drugs","-194.74","3"
"908 Devices","MASS","451.36","11","527571","7.16","53.16","26.53","100","86.06","-5.76","-27.88","10.92","5.09","149","Medical","Medical - Instruments","-56.96","3"
"A. O. Smith","AOS","8524.19","62.15","1567196","2.15",".45","12.44","28.11","-16.11",".32","13.6","80.47","55.78","83","Industrial Products","Manufacturing - Electronics","13.15","3"
"A10 Networks","ATEN","1831.93","25.13","1576703","-7.75","-24.62","-20.01","40.26","27.58","11.03","23.3","38.11","16.55","90","Computer and Technology","Internet - Software","13.85","3"
"A2Z Cust2Mate Solutions Corp.","AZ","315.38","6.91","582407","-2.75","23.13","3.06","46.67","-2.72","10.26","-241.67","9.32","5.12","90","Computer and Technology","Internet - Software","-241.67","3"
"AAON","AAON","6274.72","76.19","1338819","-13.61","-24.67","-45.12","3.49","-10.73","20.11","8.29","148.25","73.49","44","Construction","Building Products - Air Conditioner and Heating","8.24","3"
"AAR","AIR","5371.12","135.36","402263","-12.41","-1.67","22.41","76.74","45.47","18.97","5.89","153.71","71.73","35","Aerospace","Aerospace - Defense Equipment","5.67","1"
"ABCELLERA BIOLG","ABCL","3253.15","12.5","10234153","-5.27","102.1","64.24","84.83","177.51","160.56","-248.83","12.01","2.78","159","Medical","Medical - Biomedical and Genetics","-248.83","3"
"ABM Industries","ABM","2745.1","46.59","385620","-1.8","-3.3","19.85","77.18","-.91","4.62","2.32","49.66","37.39","197","Business Services","Business - Services","1.75","3"
"ACADIA Pharmaceuticals","ACAD","5108.86","30.57","1805779","2.21","16.78","37.78","94.48","-.7","11.87","9.31","30.21","20.06","159","Medical","Medical - Biomedical and Genetics","33.42","3"
"ACI Worldwide","ACIW","5291.06","52.4","1078812",".54","-9.45","16.39","64.21","-1.94","10.38","17.86","60.18","38.47","91","Computer and Technology","Computer - Software","12.4","1"
"ACM Research","ACMR","5000.93","79.77","1047338","-9.69","-3.28","-5.73","51.08","75.38","15.24","10.69","126.89","25.61","1","Computer and Technology","Semiconductor Equipment - Material Services","14.48","1"
"ACV Auctions","ACVA","1268.47","7.28","4937808","-1.97","-7.09","14.22","41.5","-16.68","19.22","3.47","12.15","4.15","56","Business Services","Auction and Valuation Services","-7.88","3"
"ADEIA INC","ADEA","2898.16","27.13","1100004","-11.43",".81","-8.14","66.42","36.28","17.91","44.9","33.63","11.74","166","Business Services","Technology Services","26.05","3"
"ADMA Biologics","ADMA","2139.05","9.72","2367835","2.25","12.62","20.89","15.26","-53.17","19.63","33.47","20.38","7.6","159","Medical","Medical - Biomedical and Genetics","32.98","3"
"ADT","ADT","5420.75","7.43","7906529","3.34","3.78","10.09","43.92","-17.76","4.72","14.42","8.85","6.3","56","Industrial Products","Security and Safety Services","11.85","2"
"ADTRAN Holdings, Inc.","ADTN","628.22","8.02","2537672","-10.92","-18.84","-56.86","3.79","-20.64","17.46","2.48","19.4","7.25","43","Computer and Technology","Communication - Components","-2.29","4"
"AES","AES","10523.22","14.73","7230038","-.07","-.54",".34","46.96","-7.99","-.37","14.52","17.28","12.51","154","Utilities","Utility - Electric Power","14.3","3"
"AGNC Investment","AGNC","13016.59","10.91","17467276",".27","3.2","7.33","52.96","-8.38","19.46","186.81","12.17","9.64","232","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","502.01","6.79","664872","1.05","-4.67","-1.03","65.56","-9.06","-59.74","-1.97","7.56","5.15","82","Finance","REIT and Equity Trust - Other","-18.23","4"
