Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","8372.51","64.85","3307593","3.33","38.73","99.81","98.4","251.38","5.25","-12.18","65.12","11.34","85","Medical","Medical Info Systems","-12.18","3"
"3M","MMM","92830.03","178.83","2673722","-.37","1.15","18.69","91.12",".27","1.52","18.35","183.78","141.2","183","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","859.6","14.91","1010773","-7.16","61.92","63.27","88.7","85.03","230194.59","-194.74","16.76","6.14","156","Medical","Medical - Drugs","-194.74","3"
"908 Devices","MASS","428.63","11.1","527636","1.27","36.45","19.75","89.34","76.16","-5.76","-27.88","11","5.09","103","Medical","Medical - Instruments","-56.96","3"
"A. O. Smith","AOS","8491.57","61.95","1477286","-2.07",".71","10.14","27.14","-16.68",".32","13.6","80.47","55.78","78","Industrial Products","Manufacturing - Electronics","13.15","3"
"A10 Networks","ATEN","1879.85","27.03","1497651",".54","-10.04","-17.65","43.32","30.52","11.03","23.3","38.11","16.55","77","Computer and Technology","Internet - Software","13.85","3"
"A2Z Cust2Mate Solutions Corp.","AZ","308.25","6.63","617221","-7.49","27.91","5.65","42.86","-5.2","10.26","-241.67","9.32","5.12","77","Computer and Technology","Internet - Software","-241.67","3"
"AAON","AAON","6578.15","78.15","1283453","-1.49","-6","-46.19","8.41","-6.69","20.11","8.29","148.25","73.49","33","Construction","Building Products - Air Conditioner and Heating","8.24","3"
"AAR","AIR","5528.3","135.9","380879","-.42","2.35","24.44","81.04","49.28","18.97","5.89","153.71","73.92","37","Aerospace","Aerospace - Defense Equipment","5.67","1"
"ABCELLERA BIOLG","ABCL","3752.92","12.4","10413955","1.92","127.09","113.99","97.32","219.18","160.56","-248.83","12.5","2.78","166","Medical","Medical - Biomedical and Genetics","-248.83","3"
"ABM Industries","ABM","2798.41","47.15","370469","1.16","-3.22","21.89","84.8",".72","4.62","2.32","49.63","37.39","194","Business Services","Business - Services","1.75","3"
"ACADIA Pharmaceuticals","ACAD","5096.8","29.73","1815076","-2.09","12.3","38.03","90.58","-1.23","11.87","9.31","30.57","20.06","166","Medical","Medical - Biomedical and Genetics","33.42","3"
"ACI Worldwide","ACIW","5354.67","54.225","1062095","2.06","-11.86","27.62","67.11","-1.06","10.38","17.86","60.18","38.47","78","Computer and Technology","Computer - Software","12.4","1"
"ACM Research","ACMR","5115.05","80.49","934560","1.96","21.15","-10.97","52.25","78.84","15.24","10.69","126.89","26.83","1","Computer and Technology","Semiconductor Equipment - Material Services","14.48","1"
"ACV Auctions","ACVA","1242.99","7.22","4930481","-2.01","-9.29","25.99","41.38","-18.6","19.22","3.47","11.81","4.15","54","Business Services","Auction and Valuation Services","-7.88","3"
"ADEIA INC","ADEA","2881.62","26.22","1033855","-4.95","12.82","-18.47","65.74","35.09","17.91","44.9","33.63","11.74","166","Business Services","Technology Services","26.05","3"
"ADMA Biologics","ADMA","2156.97","9.48","2292488","-4.18","10.56","24.1","15.88","-52.91","19.63","33.47","20.38","7.6","166","Medical","Medical - Biomedical and Genetics","32.98","3"
"ADT","ADT","5435.36","7.46","7530783",".68",".4","11.71","44.71","-17.78","4.72","14.42","8.85","6.3","54","Industrial Products","Security and Safety Services","11.85","2"
"ADTRAN Holdings, Inc.","ADTN","644.52","7.79","2469071","-1.25","-5.04","-54.95","5.43","-18.82","17.46","2.48","19.4","7.25","45","Computer and Technology","Communication - Components","-2.29","4"
"AES","AES","10508.95","14.75","7506535",".2","-.61",".14","46.54","-8.39","-.37","14.52","17.28","12.51","168","Utilities","Utility - Electric Power","14.3","3"
"AGNC Investment","AGNC","12815.05","10.94","16035765","-2.44","-.83","6.29","45.16","-10.07","19.46","186.81","12.17","9.69","234","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","500.52","6.63","644354","-.15","-4.96",".3","64.73","-9.6","-59.74","-1.97","7.56","5.15","73","Finance","REIT and Equity Trust - Other","-18.23","4"
"AIRO Group Holdings, Inc.","AIRO","249.92","8.03","586952","-7.8","26.82","-15.2","10.38","-13.65","4.57","-23.86","25.79","5.85","98","Aerospace","Aerospace - Defense","-23.86","3"
"AMC Global Media Inc.","AMCX","524.29","12.35","833145","4.87","24","34.64","97.79","19.07","-4.52","1.69","12.85","6.52","159","Consumer Discretionary","Media Conglomerates","-.88","1"
"AMETEK","AME","56200.57","243.67","1336697",".81","4.23","7.44","83.19","6.51","6.63","23.32","258.52","179.28","22","Computer and Technology","Electronics - Testing Equipment","20.04","3"
"AMN Healthcare Services","AMN","1326.11","35.08","765448","-3.06","-1.33","12.97","89.02","93.76","-8.49","3.97","36.6","15.1","194","Business Services","Business - Services","3.06","3"
"ANI Pharmaceuticals","ANIP","1712.67","73.51","408836","-4.43","-8.83","-.89","14.37","-15.76","43.78","18.68","98.81","70.49","166","Medical","Medical - Biomedical and Genetics","11.07","3"
"APA","APA","14430.98","42.38","5983984","-5.2","12.23","7.46","85.92","50.18","-5.31","21.07","44.39","21.66","198","Oils-Energy","Oil and Gas - Exploration and Production - United States","19.48","3"
"APi Group","APG","17813.65","41.25","2640203","-3.03","7.2","-2.46","48.1","-3.92","12.72","15.24","49.4","33.64","194","Business Services","Business - Services","3.99","3"
"ARM Holdings PLC Sponsored ADR","ARM","268151.84","255.21","4853747",".69","11.64","-39.04","43.75","104.83","22.79","38.85","439.46","104.55","47","Computer and Technology","Electronics - Semiconductors","20.25","3"
