Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","8321.7","63.87","3084811","9.84","32.9","128.19","100","250.82","5.25","-12.18","63.87","11.34","90","Medical","Medical Info Systems","-12.18","3"
"3M","MMM","91845","178.09","3153262","-2.5","5.01","16.51","86.64","-.35","1.52","18.35","183.78","141.2","175","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","889.43","16.1","927760","38.2","55.11","79.49","93.79","92.31","230194.59","-194.74","16.76","6.14","107","Medical","Medical - Drugs","-194.74","3"
"908 Devices","MASS","427.8","10.35","493859","2.37","45.57","15.9","100","76.61","-5.76","-27.88","10.35","5.09","105","Medical","Medical - Instruments","-56.96","3"
"A. O. Smith","AOS","8484.77","62.43","1605408","-.11","4.94","8.35","26.93","-16.37",".32","13.6","80.47","55.78","70","Industrial Products","Manufacturing - Electronics","13.15","3"
"A10 Networks","ATEN","1853.71","25.53","1457624","-5.44","-26.34","-12.69","41.65","29.29","11.03","23.3","38.11","16.55","94","Computer and Technology","Internet - Software","13.85","3"
"A2Z Cust2Mate Solutions Corp.","AZ","306.47","6.88","570204","-15.06","29.57","2.99","41.9","-5.32","10.26","-241.67","9.32","5.12","94","Computer and Technology","Internet - Software","-241.67","3"
"AAON","AAON","6665.55","80.84","1282632","-7.79","-24.93","-43.17","9.83","-5.02","20.11","8.29","148.25","73.49","32","Construction","Building Products - Air Conditioner and Heating","8.24","3"
"AAR","AIR","5281.36","132.39","411042","-7.67","2.26","15.15","73.99","43.26","18.97","5.89","153.71","71.73","34","Aerospace","Aerospace - Defense Equipment","5.67","1"
"ABCELLERA BIOLG","ABCL","3547.49","11.57","10201999","5.47","104.06","101.92","95.23","203.08","160.56","-248.83","12.01","2.78","160","Medical","Medical - Biomedical and Genetics","-248.83","3"
"ABM Industries","ABM","2759.16","47.1","385587","-2.12","-.51","18.25","79.14","-.25","4.62","2.32","49.66","37.39","193","Business Services","Business - Services","1.75","3"
"ACADIA Pharmaceuticals","ACAD","5003.75","29.04","1798955","2.33","16.95","34.26","88.47","-2.6","11.87","9.31","30.21","20.06","160","Medical","Medical - Biomedical and Genetics","33.42","3"
"ACI Worldwide","ACIW","5206.26","51.57","1095669","-3.89","-5.43","21.63","60.34","-3.37","10.38","17.86","60.18","38.47","63","Computer and Technology","Computer - Software","12.4","1"
"ACM Research","ACMR","5076.9","78.52","1066312","-3.29","-11.2","-15.44","52.49","78.31","15.24","10.69","126.89","25.07","1","Computer and Technology","Semiconductor Equipment - Material Services","14.48","1"
"ACV Auctions","ACVA","1302.43","7.67","4910565","-3.64","1.32","21.55","44","-14.32","19.22","3.47","12.15","4.15","107","Business Services","Auction and Valuation Services","-7.88","3"
"ADEIA INC","ADEA","2973.15","26.96","1140510","-6.03",".19","-.88","69.53","40.02","17.91","44.9","33.63","11.74","155","Business Services","Technology Services","26.05","3"
"ADMA Biologics","ADMA","2186.09","9.76","2432343","3.72","16.61","23.08","16.9","-52.06","19.63","33.47","20.38","7.6","160","Medical","Medical - Biomedical and Genetics","32.98","3"
"ADT","ADT","5384.22","7.37","8086629","-1.34","8.06","8.22","41.96","-18.18","4.72","14.42","8.85","6.3","77","Industrial Products","Security and Safety Services","11.85","2"
"ADTRAN Holdings, Inc.","ADTN","640.44","7.86","2599526","-2.6","-22.56","-53.55","5.02","-18.97","17.46","2.48","19.4","7.25","37","Computer and Technology","Communication - Components","-2.29","4"
"AES","AES","10537.49","14.77","6589520",".27","-.4",".54","47.38","-7.73","-.37","14.52","17.28","12.51","151","Utilities","Utility - Electric Power","14.3","3"
"AGCO","AGCO","7284.7","104.02","907662","4.6","-11.3","-8.65","13.25","-10.67","-13.55","4.18","140.49","98.45","77","Industrial Products","Manufacturing - Farm Equipment","5.15","4"
"AGNC Investment","AGNC","12945.46","10.92","18248248","-.36","3.41","3.51","51.17","-8.74","19.46","186.81","12.17","9.61","229","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","494.55","6.63","665017","-2.36","-4.33","-2.79","61.41","-10.28","-59.74","-1.97","7.56","5.15","77","Finance","REIT and Equity Trust - Other","-18.23","4"
"AIRO Group Holdings, Inc.","AIRO","260.02","8.24","569089","-23.06","15.41","-7.31","11.99","-9.76","4.57","-23.86","25.79","5.85","83","Aerospace","Aerospace - Defense","-23.86","3"
"AMC Global Media Inc.","AMCX","502.84","12.19","840335","1.41","24.51","24.01","97.09","14.71","-4.52","1.69","12.36","6.52","175","Consumer Discretionary","Media Conglomerates","-.88","1"
"AMETEK","AME","54797.86","239.08","1341944","-6.69","-.85","6.05","75.47","4.32","6.63","23.32","258.52","179.28","10","Computer and Technology","Electronics - Testing Equipment","20.04","2"
"AMN Healthcare Services","AMN","1347.42","34.79","745698",".87","5.2","24.56","91.58","97.76","-8.49","3.97","36.6","15.1","193","Business Services","Business - Services","3.06","3"
"ANI Pharmaceuticals","ANIP","1776.07","77.32","363214","3.41","-1.54","-4.67","24.12","-12.25","43.78","18.68","98.81","70.49","160","Medical","Medical - Biomedical and Genetics","11.07","3"
"APA","APA","15552.1","44.39","5920732","10.98","21.88","21.52","100","62.58","-5.31","21.07","44.39","20.24","204","Oils-Energy","Oil and Gas - Exploration and Production - United States","19.48","3"
"APi Group","APG","18120.48","41.93","2703966","-3.56","5.99",".84","52.6","-1.82","12.72","15.24","49.4","33.64","193","Business Services","Business - Services","3.99","3"
"ARM Holdings PLC Sponsored ADR","ARM","267788.69","250.72","5384054","-10.02","-11.42","-25.22","43.65","105.48","22.79","38.85","439.46","104.55","38","Computer and Technology","Electronics - Semiconductors","20.25","3"
"ARMOUR Residential REIT","ARR","2310.15","16.32","3452867","-2.39","1.18","-4.62","44.77","-17.35","45.28","148.59","19.12","14.05","229","Finance","REIT and Equity Trust","44.9","3"
"ARS Pharmaceuticals, Inc.","SPRY","547.46","5.505","2282169","-9.75","-8.25","-41.44","3.85","-57.67","-5.46","-184.25","14.87","5.13","107","Medical","Medical - Drugs","-184.25","2"
"ASE Technology","ASX","81610.28","36.51","8707754","-7.9","-7.48","-10.07","75.74","103.16","11.82","8.52","45.12","9.63","38","Computer and Technology","Electronics - Semiconductors","8.52","2"
"ASHLAND INC","ASH","3335.57","72.82","831131","-.72","9.41","27.04","87.46","11.19","-13.68","8.19","76.45","47.49","97","Basic Materials","Chemical - Specialty","2.82","3"
"ASML Holding","ASML","688368.44","1750.3101","1576328","-5.28","-2.92","9","81.07","46.57","20.81","30.11","1989.44","725.85","10","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","30.11","3"
"AST SpaceMobile","ASTS","25319.23","65.06","11625001","-9.03","9.94","-51.12","29.27","-19.75","1505.21","-450.39","133.09","36.91","188","Computer and Technology","Wireless Equipment","-536.66","3"
"AT&T","T","172337.5","25.15","47790536","2.32","9.54","1.09","51.09","-9.29","2.71","12.77","29.62","20.48","183","Computer and Technology","Wireless National","16.94","3"
"ATI INC","ATI","28489.57","209.22","1564045","-7.92","4.69","22.69","85.94","63.33","5.16","11.84","231.78","71.34","34","Aerospace","Aerospace - Defense Equipment","10.09","1"
"AXT","AXTI","4794.71","73.12","13512133","-5.59","38.15","-36.8","51.18","300.65","-11.11","6.27","140.83","2.14","38","Computer and Technology","Electronics - Semiconductors","3.23","1"
"Abacus Global Management, Inc.","ABX","895.78","9.16","580186","7.51","-8.86","-.76","59.31","-4.02","110.18","33.55","12","5.02","102","Finance","Financial - Miscellaneous Services","10.55","3"
"AbbVie","ABBV","462599.34","261.83","5375707","4.39","1.91","19.76","93.96","2.66","8.57","30.03","265.97","197.38","196","Medical","Large Cap Pharmaceuticals","9.8","3"
"Abbott Laboratories","ABT","197505.95","114.14","8517958","2.58","13.29","32.26","58.42","-18.39","5.67","19.79","136.62","82.56","102","Medical","Medical - Products","11.65","3"
"Abercrombie & Fitch","ANF","4666.22","105.02","996392","-3.49","15.55","27.79","61.35","-25.25","6.42","8.8","129.85","65.61","70","Retail-Wholesale","Retail - Apparel and Shoes","9.34","2"
"Academy Sports and Outdoors","ASO","2831.14","45.65","1259524","-6.7","-3","-17.18","20.14","-18.14","2.02","6.56","61.19","41.73","68","Consumer Discretionary","Leisure and Recreation Products","6.24","3"
"Acadia Healthcare","ACHC","2510.91","26.97","2554363","-10.81","-20.7","13.51","63.9","70.27","5.04","4.14","35.61","11.68","35","Medical","Medical - Hospital","-33.44","3"
"Acadia Realty Trust","AKR","2888.11","21.03","1495623",".91","-4.37","-6.28","57.22","-8.28","14.2","12.14","22.72","18.77","107","Finance","REIT and Equity Trust - Retail","12.14","2"
"Acadian Asset Management Inc.","AAMI","3224.28","90.85","397518","-2.48","13.24","24.95","95.49","73.17","11.49","24.38","93.16","41.93","102","Finance","Financial - Miscellaneous Services","15.17","1"
