Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","8432.44","64.26","3273183","16.34","37.56","110.75","99.26","253.82","5.25","-12.18","65.12","11.34","100","Medical","Medical Info Systems","-12.18","3"
"3M","MMM","92505.13","180","2781208","-.87","-1.7","17.31","89.64","-.1","1.52","18.35","183.78","141.2","173","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","868.44","15.56","1001377","6.79","59.59","69.58","90.21","86.89","230194.59","-194.74","16.76","6.14","150","Medical","Medical - Drugs","-194.74","3"
"908 Devices","MASS","454.67","10.37","542478","9.13","56.47","24.29","100","86.82","-5.76","-27.88","11","5.09","101","Medical","Medical - Instruments","-56.96","3"
"A. O. Smith","AOS","8446.72","62.48","1551635","2.12","-2.91","9.5","25.8","-17.14",".32","13.6","80.47","55.78","83","Industrial Products","Manufacturing - Electronics","13.15","3"
"A10 Networks","ATEN","1824.67","25.89","1549355","-5.53","-19.76","-23.01","39.8","26.67","11.03","23.3","38.11","16.55","85","Computer and Technology","Internet - Software","13.85","3"
"A2Z Cust2Mate Solutions Corp.","AZ","307.81","6.92","592244","-4.95","17.12","-1.71","42.62","-5.36","10.26","-241.67","9.32","5.12","85","Computer and Technology","Internet - Software","-241.67","3"
"AAON","AAON","6282.14","79.78","1322039","-7.15","-18.72","-46.91","3.61","-10.9","20.11","8.29","148.25","73.49","28","Construction","Building Products - Air Conditioner and Heating","8.24","3"
"AAR","AIR","5399.85","138.58","399141","-9.17","-3.86","22.38","77","45.78","18.97","5.89","153.71","73.92","43","Aerospace","Aerospace - Defense Equipment","5.67","1"
"ABCELLERA BIOLG","ABCL","3832.64","12.24","10465006","12.41","136.29","103.92","100","225.9","160.56","-248.83","12.5","2.78","158","Medical","Medical - Biomedical and Genetics","-248.83","3"
"ABM Industries","ABM","2729.28","47.77","370310","-1.08","-5.34","18.4","74.98","-1.79","4.62","2.32","49.66","37.39","204","Business Services","Business - Services","1.75","3"
"ACADIA Pharmaceuticals","ACAD","5267.38","29.58","1834924","1.29","17.53","46.34","100","2.05","11.87","9.31","30.57","20.06","158","Medical","Medical - Biomedical and Genetics","33.42","3"
"ACI Worldwide","ACIW","5290.06","53.04","1079343",".44","-12.62","19.88","64.16","-2.27","10.38","17.86","60.18","38.47","96","Computer and Technology","Computer - Software","12.4","1"
"ACM Research","ACMR","5157.72","79.11","1006896","-5.45","10.76","-13.22","52.91","80.3","15.24","10.69","126.89","26.83","1","Computer and Technology","Semiconductor Equipment - Material Services","14.48","1"
"ACV Auctions","ACVA","1236.2","7.32","4925800","-4.59","-11.11","15.19","39.13","-19.06","19.22","3.47","12.15","4.15","101","Business Services","Auction and Valuation Services","-7.88","3"
"ADEIA INC","ADEA","2991.9","26.13","1081237","-3.18","7.87","-11.51","70.31","40.24","17.91","44.9","33.63","11.74","153","Business Services","Technology Services","26.05","3"
"ADMA Biologics","ADMA","2177.13","9.63","2333187","1.89","10.58","27.9","16.59","-52.48","19.63","33.47","20.38","7.6","158","Medical","Medical - Biomedical and Genetics","32.98","3"
"ADT","ADT","5428.06","7.44","7708894","2.91","1.23","9.43","44.31","-17.91","4.72","14.42","8.85","6.3","66","Industrial Products","Security and Safety Services","11.85","2"
"ADTRAN Holdings, Inc.","ADTN","653.48","7.91","2522119","-.99","-10.99","-56.08","6.34","-17.71","17.46","2.48","19.4","7.25","42","Computer and Technology","Communication - Components","-2.29","4"
"AES","AES","10508.95","14.73","7202734","-.07","-.67",".34","46.54","-8.41","-.37","14.52","17.28","12.51","167","Utilities","Utility - Electric Power","14.3","3"
"AGNC Investment","AGNC","12933.6","10.81","16592285","-.09","-1.45","6.96","49.19","-9.25","19.46","186.81","12.17","9.69","236","Finance","REIT and Equity Trust","57.94","3"
"AH Realty Trust Inc","AHRT","506.49","6.71","659962","1.49","-4.5",".44","68.05","-8.54","-59.74","-1.97","7.56","5.15","88","Finance","REIT and Equity Trust - Other","-18.23","4"
"AIRO Group Holdings, Inc.","AIRO","256.86","7.92","590042","-9.35","19.71","-13.95","11.48","-11.27","4.57","-23.86","25.79","5.85","78","Aerospace","Aerospace - Defense","-23.86","3"
"AMC Global Media Inc.","AMCX","530.06","12.71","849234","7.62","25.24","21.92","100","20.35","-4.52","1.69","12.85","6.52","101","Consumer Discretionary","Media Conglomerates","-.88","1"
"AMETEK","AME","55414.41","245.2","1372445","-3.29",".14","6.17","78.86","5","6.63","23.32","258.52","179.28","33","Computer and Technology","Electronics - Testing Equipment","20.04","3"
"AMN Healthcare Services","AMN","1313.33","34.24","752282","-1.82","-2.25","12.1","87.49","91.85","-8.49","3.97","36.6","15.1","204","Business Services","Business - Services","3.06","3"
"ANI Pharmaceuticals","ANIP","1737.71","74.56","402653","-1.59","-6.65","1.34","18.22","-14.55","43.78","18.68","98.81","70.49","158","Medical","Medical - Biomedical and Genetics","11.07","3"
"APA","APA","14487.04","41.19","6041665","-2.4","18.38","9.36","86.64","50.74","-5.31","21.07","44.39","21.64","200","Oils-Energy","Oil and Gas - Exploration and Production - United States","19.48","3"
"APTIV PLC","APTV","9681.94","46.27","4578257","-4.05","-21.5","-36.86",".78","-45.36","3.47","8.45","88.67","46.3","153","Business Services","Technology Services","1.17","4"
"APi Group","APG","17450.63","41.22","2765562","-5.61","2.67","-3.33","42.77","-5.89","12.72","15.24","49.4","33.64","204","Business Services","Business - Services","3.99","3"
"ARM Holdings PLC Sponsored ADR","ARM","258005.09","251.06","5120091","-4.64","-1.3","-40.02","40.91","97.04","22.79","38.85","439.46","104.55","46","Computer and Technology","Electronics - Semiconductors","20.25","3"
"ARMOUR Residential REIT","ARR","2321.47","16.22","3283639",".12","-.06","-4.98","46.35","-17.34","45.28","148.59","19.12","14.05","236","Finance","REIT and Equity Trust","44.9","3"
"ARS Pharmaceuticals, Inc.","SPRY","568.84","6.03","2195260","-9.21",".88","-35.73","6.74","-56.22","-5.46","-184.25","13.89","5.13","150","Medical","Medical - Drugs","-184.25","3"
"ASE Technology","ASX","82884.41","37.26","7921201","1.84","9.28","-5.55","77.2","105.36","11.82","8.52","45.12","9.86","46","Computer and Technology","Electronics - Semiconductors","8.52","3"
