Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","8484.56","63.8","3113693","16.1","40.74","130.07","100","256.14","5.25","-12.18","65.12","11.34","77","Medical","Medical Info Systems","-12.18","3"
"3M","MMM","92293.69","179.01","3077612","-2.02","3.67","16.87","88.68","-.29","1.52","18.35","183.78","141.2","166","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","874.52","15.39","939697","29.86","57.2","59.74","91.24","88.27","230194.59","-194.74","16.76","6.14","102","Medical","Medical - Drugs","-194.74","3"
"908 Devices","MASS","441.44","10.92","502832","6.69","49.58","26.99","100","81.46","-5.76","-27.88","10.68","5.09","101","Medical","Medical - Instruments","-56.96","3"
"A. O. Smith","AOS","8573.11","62.72","1587061","1.46","3.78","11.21","29.57","-15.87",".32","13.6","80.47","55.78","77","Industrial Products","Manufacturing - Electronics","13.15","3"
"A10 Networks","ATEN","1896.55","25.23","1526180","-4.67","-23.78","-13.34","44.39","31.71","11.03","23.3","38.11","16.55","75","Computer and Technology","Internet - Software","13.85","3"
"A2Z Cust2Mate Solutions Corp.","AZ","318.94","7.08","581970","-2.32","28.09","1.85","48.57","-1.89","10.26","-241.67","9.32","5.12","75","Computer and Technology","Internet - Software","-241.67","3"
"AAON","AAON","6550.12","76.1","1286221","-9.52","-22.63","-43.34","7.96","-7.07","20.11","8.29","148.25","73.49","30","Construction","Building Products - Air Conditioner and Heating","8.24","3"
"AAR","AIR","5378.3","134.64","415413","-7.18","4.47","19.71","76.96","45.26","18.97","5.89","153.71","71.73","32","Aerospace","Aerospace - Defense Equipment","5.67","1"
"ABCELLERA BIOLG","ABCL","3470.84","10.61","10116092","-.53","113.18","83.47","92.52","195.24","160.56","-248.83","12.01","2.78","149","Medical","Medical - Biomedical and Genetics","-248.83","3"
"ABM Industries","ABM","2742.17","46.86","383980","-2.74","-1.91","19.84","76.77","-1.29","4.62","2.32","49.66","37.39","210","Business Services","Business - Services","1.75","3"
"ACADIA Pharmaceuticals","ACAD","5083.01","29.65","1801282","4.46","18.76","36.2","93","-1.48","11.87","9.31","30.21","20.06","149","Medical","Medical - Biomedical and Genetics","33.42","3"
"ACI Worldwide","ACIW","5235.54","52.41","1098408","-2.96","-7.9","18.75","61.68","-3.24","10.38","17.86","60.18","38.47","96","Computer and Technology","Computer - Software","12.4","1"
"ACM Research","ACMR","5134.44","77.345","1064607","-1.26","-5.82","-8.26","53.33","79.55","15.24","10.69","126.89","25.16","1","Computer and Technology","Semiconductor Equipment - Material Services","14.48","1"
"ACV Auctions","ACVA","1261.67","7.47","4905987","-10.16","-3.88","13.09","41","-17.36","19.22","3.47","12.15","4.15","104","Business Services","Auction and Valuation Services","-7.88","3"
"ADEIA INC","ADEA","2894.85","26.28","1102268","-12","1.16","-1.76","66.29","35.74","17.91","44.9","33.63","11.74","147","Business Services","Technology Services","26.05","3"
"ADMA Biologics","ADMA","2204.01","9.55","2389137","3.91","18.98","23.31","17.53","-51.88","19.63","33.47","20.38","7.6","149","Medical","Medical - Biomedical and Genetics","32.98","3"
"ADT","ADT","5391.53","7.42","7996453","-1.47","4.83","9.99","42.35","-18.43","4.72","14.42","8.85","6.3","47","Industrial Products","Security and Safety Services","11.85","2"
"ADTRAN Holdings, Inc.","ADTN","633.11","7.71","2560489","-7.5","-21.12","-53.05","4.28","-20.24","17.46","2.48","19.4","7.25","39","Computer and Technology","Communication - Components","-2.29","4"
"AES","AES","10537.49","14.75","6778065",".27","-.47",".68","47.38","-8.13","-.37","14.52","17.28","12.51","151","Utilities","Utility - Electric Power","14.3","3"
