Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","7382.5","58.15","3076944","27.52","30.73","135.62","99.11","212.94","5.25","-12.18","58.57","11.34","151","Medical","Medical Info Systems","-12.18","3"
"3M","MMM","94196.7","182.65","3764188","1.07","12.91","20.48","97.35",".14","1.52","18.35","183.78","141.2","170","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","609.02","11.65","607139","10.43","7.47","34.06","76.96","36.34","230194.59","-194.74","13.3","6.14","162","Medical","Medical - Drugs","-194.74","3"
"908 Devices","MASS","417.88","10.11","419222","21.81","36.44","41.99","100","69.03","-5.76","-27.88","10.11","5.09","102","Medical","Medical - Instruments","-56.96","3"
"A. O. Smith","AOS","8494.29","62.5","1756823","-.78","3.25","9.32","27.22","-17.97",".32","13.6","80.47","55.78","96","Industrial Products","Manufacturing - Electronics","13.15","3"
"A10 Networks","ATEN","1960.44","27","1399727","-2.17","-25.19","-4.69","48.47","33.97","11.03","23.3","38.11","16.55","86","Computer and Technology","Internet - Software","13.85","3"
"A2Z Cust2Mate Solutions Corp.","AZ","360.82","8.1","349089","35.45","42.35","33.44","59.84","9.21","10.26","-241.67","10.1","5.12","86","Computer and Technology","Internet - Software","-241.67","3"
"AAON","AAON","7228.71","87.67","1318027","-2.89","-22.55","-33.78","18.97",".92","20.11","8.29","148.25","73.49","34","Construction","Building Products - Air Conditioner and Heating","8.24","3"
"AAR","AIR","5720.18","143.39","444751","-2.06","7.42","32.23","92.23","52.02","18.97","5.89","149.43","71.73","47","Aerospace","Aerospace - Defense Equipment","5.67","1"
"ABCELLERA BIOLG","ABCL","3363.53","10.97","8990391","67.99","78.08","113.42","100","181.54","160.56","-248.83","10.97","2.78","153","Medical","Medical - Biomedical and Genetics","-248.83","3"
"ABM Industries","ABM","2818.91","48.12","398362","-.89","-.1","19.94","87.45","-.15","4.62","2.32","49.66","37.39","189","Business Services","Business - Services","1.75","3"
