Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"10x Genomics","TXG","7555.58","57.99","3042979","-.99","34.17","144.89","98.77","214.25","5.25","-12.18","58.57","11.34","97","Medical","Medical Info Systems","-12.18","3"
"3M","MMM","92938.34","180.21","3740785","-1.01","13.26","18.22","91.62","-.51","1.52","18.35","183.78","141.2","166","Conglomerates","Diversified Operations","11.9","2"
"4D Molecular Therapeutics","FDMT","803.53","14.545","747448","30.57","31.15","69.13","100","71.41","230194.59","-194.74","14.55","6.14","102","Medical","Medical - Drugs","-194.74","3"
"908 Devices","MASS","421.19","10.19","448140","15.8","44.95","39.97","100","71.55","-5.76","-27.88","10.19","5.09","157","Medical","Medical - Instruments","-56.96","3"
"A. O. Smith","AOS","8344.79","61.4","1649780","-1.62","4.28","7.19","22.76","-18.86",".32","13.6","80.47","55.78","63","Industrial Products","Manufacturing - Electronics","13.15","3"
"A10 Networks","ATEN","1985.86","27.35","1404228","-3.46","-23.58","-6.21","50.09","36.65","11.03","23.3","38.11","16.55","95","Computer and Technology","Internet - Software","13.85","3"
"A2Z Cust2Mate Solutions Corp.","AZ","324.29","7.28","443301","12.52","30.93","15.01","48","-1.16","10.26","-241.67","9.62","5.12","95","Computer and Technology","Internet - Software","-241.67","3"
"AAON","AAON","7263.34","88.09","1251240","-1.29","-15.2","-34.55","19.53","2.11","20.11","8.29","148.25","73.49","44","Construction","Building Products - Air Conditioner and Heating","8.24","3"
"AAR","AIR","6131.87","153.71","472068","7.72","13.28","41.79","100","64.1","18.97","5.89","153.71","71.73","42","Aerospace","Aerospace - Defense Equipment","5.67","1"
"ABCELLERA BIOLG","ABCL","3434.05","11.2","9471591","19.91","93.1","115.39","97.91","189.45","160.56","-248.83","11.38","2.78","150","Medical","Medical - Biomedical and Genetics","-248.83","3"
"ABM Industries","ABM","2795.48","47.72","382969","-.42","1.04","18.74","84.19","-.29","4.62","2.32","49.66","37.39","195","Business Services","Business - Services","1.75","3"
"ACADIA Pharmaceuticals","ACAD","4998.58","29.01","1704734","-1.29","15.62","37.49","95.31","-4","11.87","9.31","29.45","20.06","150","Medical","Medical - Biomedical and Genetics","33.42","3"
"ACI Worldwide","ACIW","5262.8","52.13","1089478","-1.36","-8.33","22.03","62.92","-3.63","10.38","17.86","60.18","38.47","67","Computer and Technology","Computer - Software","12.4","2"
"ACM Research","ACMR","5537.26","85.64","978906","7.85","3.78","16.75","59.51","91.87","15.24","10.69","126.89","25.02","1","Computer and Technology","Semiconductor Equipment - Material Services","14.48","1"
"ACV Auctions","ACVA","1293.94","7.62","4823161","4.96","2.83","28.07","43.38","-16.02","19.22","3.47","12.15","4.15","204","Business Services","Auction and Valuation Services","-7.88","3"
"ADEIA INC","ADEA","3272.01","29.67","1164504","6.5","13.2","10.46","81.91","52.02","17.91","44.9","33.63","11.74","150","Business Services","Technology Services","26.05","3"
"ADMA Biologics","ADMA","2092.02","9.34","2478921","-4.21","6.74","13.35","13.61","-54.74","19.63","33.47","20.38","7.6","150","Medical","Medical - Biomedical and Genetics","32.98","3"
"ADT","ADT","5245.42","7.18","7925760","-4.39","2.57","3.01","34.51","-21.36","4.72","14.42","8.85","6.3","79","Industrial Products","Security and Safety Services","11.85","2"
"ADTRAN Holdings, Inc.","ADTN","705.22","8.655","2763305","13.43","-25.39","-44.77","11.56","-11.97","17.46","2.48","19.4","7.25","49","Computer and Technology","Communication - Components","-2.29","4"
"AES","AES","10530.35","14.76","6468878",".2","-.27",".54","47.17","-9.03","-.37","14.52","17.28","12.51","147","Utilities","Utility - Electric Power","14.3","3"
"AGCO","AGCO","6985.67","99.75","889426","-1.11","-11.2","-11.6",".73","-15.49","-13.55","4.18","140.49","99.45","102","Industrial Products","Manufacturing - Farm Equipment","5.15","4"
"AGNC Investment","AGNC","12981.02","10.95","19835940","1.77",".27","7.25","52.9","-9.72","19.46","186.81","12.17","9.58","214","Finance","REIT and Equity Trust","57.94","3"
